zone,direction,year,month,n_trips,log_n_trips,placebo_post,Borough,zone_name,service_zone,crz_zone,charged_share_2023_geo,unit_id
4,pickup,2023,4,67033,11.112940314429848,0,Manhattan,Alphabet City,Yellow Zone,true,1.0,4_pickup
4,pickup,2023,5,63175,11.053663932256395,0,Manhattan,Alphabet City,Yellow Zone,true,1.0,4_pickup
4,pickup,2024,2,64380,11.0725583048528,1,Manhattan,Alphabet City,Yellow Zone,true,1.0,4_pickup
4,pickup,2024,3,68928,11.140817760516061,1,Manhattan,Alphabet City,Yellow Zone,true,1.0,4_pickup
4,pickup,2024,4,62656,11.045414725890183,1,Manhattan,Alphabet City,Yellow Zone,true,1.0,4_pickup
4,pickup,2024,5,63963,11.066060070163115,1,Manhattan,Alphabet City,Yellow Zone,true,1.0,4_pickup
5,dropoff,2023,2,4266,8.358431899031295,0,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,dropoff,2023,3,4709,8.457230850243555,0,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,dropoff,2023,4,4562,8.425516402844334,0,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,dropoff,2023,5,4984,8.51398806046729,0,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,dropoff,2024,2,4887,8.494333897270154,1,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,dropoff,2024,3,5606,8.631592731724734,1,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,dropoff,2024,4,5199,8.556221578383715,1,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,dropoff,2024,5,5492,8.61104776688786,1,Staten Island,Arden Heights,Boro Zone,false,0.04670374169861238,5_dropoff
5,pickup,2023,2,4526,8.417593826193484,0,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
5,pickup,2023,3,5154,8.54752839121231,0,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
5,pickup,2023,4,4834,8.483429561263428,0,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
5,pickup,2023,5,5399,8.593969030218288,0,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
5,pickup,2024,2,5300,8.575462099540212,1,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
5,pickup,2024,3,6023,8.70334075304372,1,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
5,pickup,2024,4,5682,8.645058562414134,1,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
5,pickup,2024,5,6226,8.736489351001554,1,Staten Island,Arden Heights,Boro Zone,false,0.02209611811379501,5_pickup
6,dropoff,2023,2,9472,9.156095357123787,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,dropoff,2023,3,11191,9.322865162818028,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,dropoff,2023,4,10018,9.212138753917563,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,dropoff,2023,5,11054,9.310547632393208,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,dropoff,2024,2,10724,9.28023949935585,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,dropoff,2024,3,12122,9.402777262511231,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,dropoff,2024,4,11188,9.32259705432185,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,dropoff,2024,5,12040,9.395989718862811,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.055109620222834554,6_dropoff
6,pickup,2023,2,8787,9.081028635495842,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
6,pickup,2023,3,10152,9.225426009394223,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
6,pickup,2023,4,9172,9.123910643977796,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
6,pickup,2023,5,10344,9.244161920451694,0,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
6,pickup,2024,2,10005,9.210840247017833,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
6,pickup,2024,3,11408,9.342070142654077,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
6,pickup,2024,4,10363,9.245997049184217,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
6,pickup,2024,5,11475,9.347926034928745,1,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,false,0.04033285658561955,6_pickup
7,dropoff,2023,2,168682,12.035770564560421,0,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,dropoff,2023,3,191322,12.161713151429746,0,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,dropoff,2023,4,185662,12.13168309527552,0,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,dropoff,2023,5,184509,12.125453521760795,0,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,dropoff,2024,2,179018,12.095241638426426,1,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,dropoff,2024,3,207523,12.242997455883712,1,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,dropoff,2024,4,186246,12.134823659501116,1,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,dropoff,2024,5,193703,12.174081337142988,1,Queens,Astoria,Boro Zone,false,0.1354072653815866,7_dropoff
7,pickup,2023,2,172674,12.059160702714113,0,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
7,pickup,2023,3,196135,12.186558476625871,0,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
7,pickup,2023,4,190421,12.1569926893751,0,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
7,pickup,2023,5,192056,12.165542275150132,0,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
7,pickup,2024,2,182025,12.111899319262912,1,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
7,pickup,2024,3,209756,12.25370022940304,1,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
7,pickup,2024,4,190562,12.157732879916082,1,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
7,pickup,2024,5,197636,12.194182233936825,1,Queens,Astoria,Boro Zone,false,0.10422661942322897,7_pickup
8,dropoff,2023,2,351,5.860786223465865,0,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,dropoff,2023,3,522,6.257667587882639,0,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,dropoff,2023,4,916,6.82001636467413,0,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,dropoff,2023,5,1074,6.97914527506881,0,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,dropoff,2024,2,410,6.016157159698354,1,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,dropoff,2024,3,572,6.349138991379798,1,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,dropoff,2024,4,849,6.744059186311348,1,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,dropoff,2024,5,873,6.771935555839602,1,Queens,Astoria Park,Boro Zone,false,0.08697170799860286,8_dropoff
8,pickup,2023,2,290,5.66988092298052,0,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
8,pickup,2023,3,450,6.1092475827643655,0,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
8,pickup,2023,4,693,6.541029999189903,0,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
8,pickup,2023,5,978,6.885509670034818,0,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
8,pickup,2024,2,501,6.2166061010848646,1,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
8,pickup,2024,3,659,6.490723534502507,1,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
8,pickup,2024,4,746,6.61472560020376,1,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
8,pickup,2024,5,944,6.8501261661455,1,Queens,Astoria Park,Boro Zone,false,0.07963500622148487,8_pickup
9,dropoff,2023,2,13993,9.546312483555713,0,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,dropoff,2023,3,16426,9.706620724300137,0,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,dropoff,2023,4,14885,9.608109273449877,0,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,dropoff,2023,5,16847,9.731927878386204,0,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,dropoff,2024,2,15996,9.680093969966709,1,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,dropoff,2024,3,17617,9.77661962392714,1,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,dropoff,2024,4,16573,9.715530144123544,1,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,dropoff,2024,5,18729,9.837828403729853,1,Queens,Auburndale,Boro Zone,false,0.054303229232031666,9_dropoff
9,pickup,2023,2,13927,9.541584681053092,0,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
9,pickup,2023,3,16256,9.696217350378209,0,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
9,pickup,2023,4,15113,9.62331057957012,0,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
9,pickup,2023,5,16808,9.729610242524837,0,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
9,pickup,2024,2,15802,9.667891793282678,1,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
9,pickup,2024,3,17614,9.776449319365405,1,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
9,pickup,2024,4,16273,9.697262571660614,1,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
9,pickup,2024,5,18288,9.814000386034591,1,Queens,Auburndale,Boro Zone,false,0.038451629524668296,9_pickup
10,dropoff,2023,2,45502,10.72551156001696,0,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,dropoff,2023,3,55261,10.91982269458584,0,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,dropoff,2023,4,52336,10.865439749778165,0,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,dropoff,2023,5,58342,10.974077524630472,0,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,dropoff,2024,2,50139,10.822554427357035,1,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,dropoff,2024,3,57660,10.962318971192394,1,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,dropoff,2024,4,52922,10.876574410409694,1,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,dropoff,2024,5,57736,10.963636174752109,1,Queens,Baisley Park,Boro Zone,false,0.027974706892229983,10_dropoff
10,pickup,2023,2,56181,10.936333900428618,0,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
10,pickup,2023,3,68639,11.13661616529115,0,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
10,pickup,2023,4,63481,11.058495927509338,0,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
10,pickup,2023,5,69675,11.15159685235015,0,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
10,pickup,2024,2,60192,11.005294732100756,1,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
10,pickup,2024,3,68299,11.131650404163263,1,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
10,pickup,2024,4,63332,11.056146009621324,1,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
10,pickup,2024,5,67924,11.126144712066191,1,Queens,Baisley Park,Boro Zone,false,0.02113374887586442,10_pickup
11,dropoff,2023,2,18494,9.825201634137583,0,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,dropoff,2023,3,21352,9.968900691084361,0,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,dropoff,2023,4,20001,9.90353755128617,0,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,dropoff,2023,5,21525,9.976970329295932,0,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,dropoff,2024,2,20598,9.932949262685748,1,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,dropoff,2024,3,22710,10.030560635099604,1,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,dropoff,2024,4,21238,9.963547308963792,1,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,dropoff,2024,5,21968,9.997342128007752,1,Brooklyn,Bath Beach,Boro Zone,false,0.054748562158973606,11_dropoff
11,pickup,2023,2,18980,9.85114107216392,0,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
11,pickup,2023,3,21986,9.998161166138809,0,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
11,pickup,2023,4,20643,9.935131557870589,0,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
11,pickup,2023,5,21574,9.979244164935375,0,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
11,pickup,2024,2,20771,9.941313062076109,1,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
11,pickup,2024,3,23037,10.044856897998653,1,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
11,pickup,2024,4,21044,9.954370762850697,1,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
11,pickup,2024,5,22056,10.001339952703633,1,Brooklyn,Bath Beach,Boro Zone,false,0.04357861582294459,11_pickup
12,dropoff,2023,2,2072,7.6362696033793735,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,dropoff,2023,3,2888,7.968319500012717,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,dropoff,2023,4,2761,7.923348211930154,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,dropoff,2023,5,3379,8.12533508671429,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,dropoff,2024,2,2732,7.912789220690681,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,dropoff,2024,3,3672,8.20849175174038,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,dropoff,2024,4,3506,8.16223106548118,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,dropoff,2024,5,3932,8.276903481267057,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_dropoff
12,pickup,2023,2,1962,7.581719640125308,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
12,pickup,2023,3,2550,7.843848638152472,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
12,pickup,2023,4,2740,7.9157131993821155,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
12,pickup,2023,5,3252,8.087025470667701,0,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
12,pickup,2024,2,1781,7.484930283289661,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
12,pickup,2024,3,2300,7.7406644019172415,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
12,pickup,2024,4,2375,7.772752716468742,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
12,pickup,2024,5,2492,7.820840879907344,1,Manhattan,Battery Park,Yellow Zone,true,1.0,12_pickup
13,dropoff,2023,2,76373,11.243384509551644,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,dropoff,2023,3,88223,11.387622978975099,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,dropoff,2023,4,82485,11.320371737610024,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,dropoff,2023,5,86598,11.369031999595618,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,dropoff,2024,2,78662,11.272915471546117,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,dropoff,2024,3,84794,11.34798006455978,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,dropoff,2024,4,83225,11.329303062443225,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,dropoff,2024,5,84867,11.348840604159392,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_dropoff
13,pickup,2023,2,83040,11.327077698399716,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
13,pickup,2023,3,94903,11.460610596321757,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
13,pickup,2023,4,86583,11.368858770430323,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
13,pickup,2023,5,92422,11.434120324527697,0,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
13,pickup,2024,2,87439,11.378696686371484,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
13,pickup,2024,3,92757,11.43773844931995,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
13,pickup,2024,4,90872,11.417207201911257,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
13,pickup,2024,5,93161,11.44208445816136,1,Manhattan,Battery Park City,Yellow Zone,true,1.0,13_pickup
14,dropoff,2023,2,92540,11.43539626246099,0,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,dropoff,2023,3,107306,11.58343984504239,0,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,dropoff,2023,4,98539,11.498207687883278,0,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,dropoff,2023,5,105985,11.571052853646837,0,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,dropoff,2024,2,102253,11.535205413327944,1,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,dropoff,2024,3,114774,11.650720256380708,1,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,dropoff,2024,4,108218,11.591902990153656,1,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,dropoff,2024,5,113758,11.64182866401051,1,Brooklyn,Bay Ridge,Boro Zone,false,0.09133961470930088,14_dropoff
14,pickup,2023,2,90325,11.41116955601584,0,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
14,pickup,2023,3,104476,11.55671265893817,0,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
14,pickup,2023,4,96597,11.478302963817743,0,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
14,pickup,2023,5,102468,11.537305833695607,0,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
14,pickup,2024,2,98415,11.496948510447087,1,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
14,pickup,2024,3,110664,11.614253862554651,1,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
14,pickup,2024,4,101859,11.531344782993978,1,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
14,pickup,2024,5,108580,11.595242507459442,1,Brooklyn,Bay Ridge,Boro Zone,false,0.07257798337505648,14_pickup
15,dropoff,2023,2,10914,9.297801647746176,0,Queens,Bay Terrace/Fort Totten,Boro Zone,false,0.06492027334851937,15_dropoff
15,dropoff,2023,3,12756,9.453757028129948,0,Queens,Bay Terrace/Fort Totten,Boro Zone,false,0.06492027334851937,15_dropoff
15,dropoff,2023,4,12218,9.410665553209713,0,Queens,Bay Terrace/Fort Totten,Boro Zone,false,0.06492027334851937,15_dropoff
15,dropoff,2023,5,13280,9.494014423030425,0,Queens,Bay Terrace/Fort Totten,Boro Zone,false,0.06492027334851937,15_dropoff
15,dropoff,2024,2,12288,9.416378455387454,1,Queens,Bay Terrace/Fort Totten,Boro Zone,false,0.06492027334851937,15_dropoff
