zone,direction,n_2024,n_2025,pct_volume_change,avg_total_cost_2024,avg_total_cost_2025,avg_base_fare_2024,avg_base_fare_2025,low_n_flag
126,pickup,307618,316433,0.028655670344388096,22.50256438179702,22.779327914596152,19.354735581142933,19.639677530472465,false
127,dropoff,361831,348972,-0.03553869071472593,23.672623904526482,23.524516035667904,20.480845090663806,20.37870353495406,false
127,pickup,366376,368029,0.004511758412123035,25.260685252306182,25.69047420175802,21.626593062864412,22.030026166416185,false
128,dropoff,34020,33847,-0.0050852439741329025,24.98084185773082,24.389194906491067,21.696210464432706,21.177797441427607,false
128,pickup,27986,29186,0.04287858214821694,28.115898306296113,27.701391420544216,24.034869934967475,23.762744809155084,false
129,dropoff,692684,705076,0.017889831438289372,22.011361169015988,22.106777978540247,18.87649701739879,18.984299990355304,false
129,pickup,761561,773205,0.01528964849828185,23.086835250224535,22.985876927850303,19.692959014444668,19.662002457304038,false
130,dropoff,756815,807211,0.06658958926554037,21.682199903541765,22.061020897879715,19.067519829813147,19.473456642686635,false
130,pickup,734112,798353,0.08750844557778659,23.33601955831875,23.51795616725837,20.41609189061025,20.648223029160945,false
131,dropoff,149025,157730,0.05841301795000842,23.608622781411796,23.69776104735863,20.551437409830523,20.704316363405777,false
131,pickup,152878,160316,0.048653174426666945,25.54636736482604,25.583049976296046,22.250998312379778,22.398548741235956,false
132,dropoff,2179401,2154898,-0.011242997502524776,73.17033008152562,78.22776958816239,60.112335990484205,64.53833429238745,false
132,pickup,1820655,1751252,-0.038119797545388856,84.8806550499797,87.82611383170612,69.94827436279726,72.88344857279213,false
133,dropoff,196240,194580,-0.00845902975947821,24.742396504279434,24.59508269092293,21.44392300244597,21.322216260663907,false
133,pickup,190487,191950,0.007680314142172406,25.591848315107036,25.37544845011613,21.929134691606226,21.73086642354776,false
134,dropoff,216967,230635,0.06299575511483324,23.693707153621336,23.92762200012904,20.54314471786033,20.83901493702167,false
134,pickup,216503,233206,0.0771490464335367,24.415788649578747,24.409195432363333,21.093062359413043,21.184210697837855,false
135,dropoff,175224,178641,0.019500753321462838,24.699469136646997,24.85928963675661,21.415409076382208,21.62233289110556,false
135,pickup,176222,183005,0.038491221300405165,25.743035319085102,25.780152946639824,22.251669768814317,22.3968285019535,false
136,dropoff,249403,256849,0.029855294443130287,20.83686848193388,21.519382866975267,18.270495102304377,18.91096375691551,false
136,pickup,260367,269439,0.03484312528085365,22.0497030345617,23.061796770325394,19.177377893511906,20.163634217763533,false
137,dropoff,552594,509670,-0.07767728205517976,29.258532285908316,32.74856613102435,22.583865459993945,24.334893950988096,false
137,pickup,558095,514126,-0.07878407797955544,32.14660151049166,35.98620266238183,24.84179489155054,26.953905073853658,false
138,dropoff,2153399,2188386,0.016247337349000412,58.54006666206662,63.08329453762218,45.681897716122386,49.36641300026492,false
138,pickup,1959565,2048995,0.045637679791178165,69.99906662960338,74.64014356794436,55.34682252438685,59.349389608075946,false
139,dropoff,152868,166354,0.08821990213779207,21.780967828452617,21.322166885075806,19.180680914252815,18.853279392139598,false
139,pickup,186565,203462,0.09056897060005897,22.96364500308109,22.62238359005535,20.184792002787177,19.985224317071406,false
140,dropoff,606716,586043,-0.03407360280592564,32.41022420704313,34.112730789379555,25.90037322239708,26.856813049554205,false
140,pickup,596075,566647,-0.04936962630541464,35.870961355534156,38.25752777302456,28.527412406156657,30.109268698148977,false
141,dropoff,567399,533861,-0.05910831707493314,31.160995014089977,33.42674477064095,24.895031186166786,26.292619539543107,false
141,pickup,667834,638284,-0.04424752258794851,34.98839120200773,37.42431069868906,27.8886400512698,29.505053095487327,false
142,dropoff,662153,602460,-0.09014985962458832,32.76721664026391,35.65740973674691,26.417149903420682,28.25491972911073,false
142,pickup,711400,643555,-0.09536828788304752,38.37189893168954,42.30249175284682,30.714846471745535,33.620061641973265,false
143,dropoff,397637,374607,-0.05791714553726135,31.91881245960096,34.40441625489779,25.653521905657396,27.130068017949565,false
143,pickup,521326,491618,-0.056985456317160454,34.19437181341052,37.154872421269076,27.129635065198883,29.13341195806486,false
144,dropoff,618330,564113,-0.08768295246874647,31.297268837029094,35.13091965616747,25.361817524622577,27.567519769975533,false
144,pickup,747048,675500,-0.09577430098199846,35.193967482683334,39.562311857887735,28.35928850622682,31.17026050333147,false
145,dropoff,804515,836167,0.03934295817977285,27.589498555032044,28.12938610349655,22.739035568013108,22.936294005862333,false
145,pickup,821800,853575,0.03866512533463129,29.157275456318896,29.522610350588845,23.997395339498745,24.117035433324336,false
146,dropoff,257691,266438,0.033943754341440036,27.05135076506126,27.64588046749903,22.834766367471197,23.09419741178051,false
146,pickup,248339,253383,0.020310945924723933,28.286677525478048,28.497082045754933,23.93944491199536,23.93948642963419,false
147,dropoff,197995,202585,0.023182403596050394,21.403618980276427,21.41775733642578,18.54085295083209,18.57470405015178,false
147,pickup,210838,215472,0.021978960149498628,22.452018326866227,22.79310355869805,19.272398523985284,19.624672672087293,false
148,dropoff,818516,761818,-0.06926926290994917,30.46328834134376,33.82223251485706,24.62759467133162,26.391843839342624,false
148,pickup,1060606,998806,-0.05826857475820424,34.2124920658689,38.471052676907874,27.55569904375385,30.22116136667229,false
149,dropoff,233821,243664,0.04209630443801027,21.673237989743118,21.544965321096797,19.07444788962508,18.994589598791702,false
149,pickup,235523,247875,0.05244498414167609,21.841838631470008,21.82735967725539,19.09717785524138,19.112683449319128,false
150,dropoff,121606,123729,0.01745802016347886,23.630497508346203,23.79718683574547,20.835811308652556,21.040436437698464,false
150,pickup,106150,108941,0.02629298162976923,25.220040131888524,25.098284300676173,21.981722656618004,21.95800157883622,false
151,dropoff,271379,248856,-0.08299463112473704,28.472773759204557,29.9295503021809,23.359202222721773,24.37396482303018,false
151,pickup,303624,276205,-0.09030577292967623,31.45251304244412,33.34299542006548,25.598081442837213,27.0564619032964,false
152,dropoff,238755,228018,-0.04497078595212667,24.223125547107827,24.803646422649713,20.546168247785438,20.968336052416884,false
152,pickup,231661,219426,-0.05281424149943237,26.425758673232526,27.368205909964004,22.14816317809221,22.913872011520905,false
153,dropoff,77724,77441,-0.0036410889815243763,20.604638850290833,20.87310649397616,18.019421414234987,18.31598649294303,false
153,pickup,95857,95179,-0.007073035876357436,20.381211283474393,20.864571491610477,17.82475958980566,18.315132014414942,false
154,dropoff,16005,11287,-0.29478288034989064,34.72331208997193,34.47650128466379,30.444044985941904,30.21635598476124,false
154,pickup,10921,8794,-0.1947623843970332,37.60989652962185,35.59294405276326,32.44981045691788,30.9202842847396,false
155,dropoff,286539,287942,0.004896366637700211,24.00393206509185,24.36615099568468,21.209970161129945,21.578348000638943,false
155,pickup,276773,278435,0.0060049210002419695,24.962308028599683,25.50920028013512,21.916574232313184,22.471239104279235,false
156,dropoff,114147,119628,0.048017030670976846,21.877618159040086,21.675078576921567,18.231260304694807,18.180831995853815,false
156,pickup,133889,142935,0.06756342940794235,22.460667642598892,22.131289117430498,19.019858987668837,19.02715171231674,false
157,dropoff,303147,322215,0.06290017714178275,22.239829521648833,22.700157565598495,19.14223508726793,19.536912837701415,false
157,pickup,319072,334788,0.049255340487413424,24.895519663271358,25.590419817911513,21.28600782895407,21.888977113875015,false
158,dropoff,551675,518910,-0.05939185208682651,30.926665718039377,35.35183474976294,24.817517469524436,27.551323774835993,false
158,pickup,623495,583693,-0.06383691930167845,37.28668630863272,42.22784893771491,29.86993215663295,33.24854224738023,false
159,dropoff,462814,471339,0.018419926795645747,20.414965623334886,20.852677839088834,17.777626260225293,18.187487668111388,false
159,pickup,450255,459912,0.02144784622047502,21.9447211469021,22.544059624445786,18.92961810529594,19.517815516881363,false
160,dropoff,216129,229958,0.06398493492312451,22.559342984975498,22.866196914217984,19.462908355658005,19.752552205185232,false
160,pickup,211662,224603,0.06113993064414025,23.558897676483074,23.859907970952083,20.325222760816843,20.619584555860683,false
161,dropoff,1062094,1033311,-0.027100237832056284,35.70160838872289,40.162430197695464,28.652424342854665,31.32228039767346,false
161,pickup,1183420,1166640,-0.014179243210356463,46.00945151342476,51.62712771721698,37.056336457048204,41.13149441130109,false
162,dropoff,827532,783159,-0.05362088716810953,34.080552764129216,38.750456267508454,26.972293288959943,29.777177942155056,false
162,pickup,806092,788254,-0.02212898775822114,43.52260560830196,48.69193148402249,34.80892584221117,38.418327404618594,false
163,dropoff,715244,689086,-0.03657213482392019,37.380289845148646,42.15872470200209,30.337835242238775,33.3765566852327,false
163,pickup,840935,815985,-0.029669356133351532,45.51475892905922,50.98353392526471,36.919973577029765,40.88917758292149,false
164,dropoff,898566,826662,-0.08002083319422282,34.40760682020865,39.22754255065124,26.99615342668155,29.95051541016797,false
164,pickup,1060566,986751,-0.06959962887741078,41.53673737420922,46.66737249824053,32.51855166015104,35.987003357483545,false
165,dropoff,295205,300542,0.01807896207720061,23.470609982890615,23.5514515109349,20.548706593723097,20.65585765051138,false
165,pickup,300889,310444,0.031755896692800434,24.277422670817256,24.069793908077592,21.047859709062337,20.96077469688567,false
166,dropoff,467368,453566,-0.029531332911110764,26.70933891494018,27.73851102154426,22.32012315776813,23.095476600979573,false
166,pickup,453837,426927,-0.05929441627720966,30.621603703525853,32.16324448910067,25.205968728860466,26.476679572854216,false
167,dropoff,351381,360269,0.02529448091957165,20.430159741133167,20.723920320647096,17.816442124076197,18.10064046587415,false
167,pickup,370838,378720,0.021254563987509467,21.55754100172931,22.209805713981243,18.66034570351482,19.259650480566098,false
168,dropoff,615472,661685,0.0750854628642732,22.556574141468882,22.90813359831007,19.39318417409709,19.700017243854642,false
168,pickup,612006,661065,0.08016097881393325,23.577606771823117,24.225881963193437,20.100059443861376,20.699826915658647,false
169,dropoff,444412,438414,-0.013496485243422729,20.415806121343028,20.8423389535885,17.8591501129581,18.273681771111345,false
169,pickup,474987,472125,-0.006025428064347027,20.921218117545028,21.665966301293395,18.15768284184617,18.869280720148154,false
170,dropoff,919961,853490,-0.07225414990418078,30.67727623236928,34.43192861076978,23.928157791471204,25.96505546637971,false
170,pickup,928682,879182,-0.053301345347492424,37.86259935048857,41.980210331886475,29.53381339360486,32.07612536425949,false
171,dropoff,186073,195038,0.04818001537031158,22.981102309307847,22.7657636460579,19.892942608546218,19.75226227709461,false
171,pickup,188048,199230,0.05946354122351738,23.89825581766264,23.9787505897696,20.631613258317028,20.797197761381234,false
172,dropoff,58128,63031,0.08434833470960634,25.959275564272023,26.026680998239044,21.34281826314342,21.4349967476321,false
172,pickup,60520,65854,0.08813615333773961,26.1204035029743,26.110991283748966,22.486831956378065,22.715093843957856,false
173,dropoff,213933,229795,0.07414470885744606,21.24389617309993,21.085346722077396,18.415758017697204,18.339801475227826,false
173,pickup,230876,250698,0.085855610804068,22.355685129678815,22.23390784928359,19.28329384604718,19.238748573981297,false
174,dropoff,407876,415951,0.019797683609724448,22.079252101125036,22.53464177270548,19.264727588776807,19.705873768785267,false
174,pickup,419747,433104,0.03182154964776407,22.886606431966296,23.12006271010762,19.846827017226982,20.119204140344976,false
175,dropoff,76547,80275,0.048702104589337214,28.85733392556189,28.32669486141368,25.10010829947618,24.739602740579237,false
175,pickup,77427,80808,0.043666937889883295,28.646254665684953,28.592452603702423,24.909083782143192,24.987805415305363,false
176,dropoff,30185,33187,0.09945337087957595,30.197635580586443,30.201318588604046,24.502798078515802,24.607049145749865,false
176,pickup,32891,36186,0.10017938037761098,30.00068681402218,29.712268556900515,25.489348149949812,25.625697507323267,false
177,dropoff,425882,412262,-0.03198068948675925,21.709979336995485,22.30161438599406,19.104380978768756,19.651792743449544,false
177,pickup,432164,419744,-0.028739089789987182,22.37439578493028,22.89494413261072,19.645297757332948,20.15806401044447,false
178,dropoff,98697,98802,0.0010638621234688728,22.11193166965539,22.263666120118867,19.281031642299197,19.404143539604412,false
178,pickup,103023,104775,0.017005911301359866,22.761695931976185,22.748846385110763,19.660178989157775,19.658239083750868,false
179,dropoff,365162,373264,0.022187412709975263,24.919984390485318,25.06653853572474,20.94855888619287,21.03215828475279,false
179,pickup,347529,354862,0.021100397376909497,25.901173254603066,25.827909130870168,21.805385248425456,21.73196893440259,false
180,dropoff,146454,153059,0.04509948516257656,21.174711445231384,21.087410541032657,18.614034167725013,18.59073873473622,false
180,pickup,167047,174015,0.04171281136446625,21.951176195920077,21.97475160187264,19.13895454572666,19.215143522110093,false
181,dropoff,977164,1002773,0.02620747387337241,27.726652752258744,28.472518446356926,23.931480263293157,24.509028833045484,false
181,pickup,980761,986184,0.005529379736755491,29.40213493400431,29.52029395123965,25.203261497960316,25.262773539217466,false
182,dropoff,227779,232653,0.021397933962305604,22.6061657571584,22.99077677915078,19.544996685383673,19.866053736680755,false
182,pickup,259591,268675,0.034993509019958235,23.655620341227955,23.81389403554362,20.302118871609593,20.437073899692876,false
183,dropoff,115020,118233,0.02793427230046941,22.841056598852038,23.528996473065558,19.736849852199594,20.328663232769145,false
183,pickup,129607,131484,0.014482242471471451,23.41778237286515,23.908167001307653,20.120615476015956,20.517312600772673,false
184,dropoff,29959,27177,-0.09286024233118595,22.608681531426342,24.109430768664748,19.739283020127495,20.959594142105487,false
184,pickup,24622,25264,0.026074242547315496,25.6039509381854,26.45683779290699,22.044110551539262,22.72168500633313,false
185,dropoff,300712,311341,0.03534611189443715,22.677649811112694,23.10725962850823,19.6481765942164,20.039614345685166,false
185,pickup,311764,325508,0.04408462811613911,23.759005882653273,24.17002473057265,20.44373757072666,20.830725542843744,false
186,dropoff,815224,730496,-0.10393217078986883,32.21791053747696,35.86283544331977,25.472896872515577,27.41558634133566,false
186,pickup,632983,612729,-0.03199769978024691,43.038701039369606,45.71774136690692,33.92850729008496,35.324908956488365,false
187,dropoff,62725,67292,0.07280988441610203,22.23522263850152,21.94778190572441,18.446118453567173,18.309288919931085,false
187,pickup,71062,76413,0.07530044186766482,23.02538600095696,22.645853977726276,19.476847260139046,19.489154724981404,false
188,dropoff,789617,784472,-0.006515817161991233,23.41141330543819,23.84652024546276,20.5338808941552,20.929516362597745,false
188,pickup,761748,755407,-0.00832427521962642,24.197387219917104,24.645467211713907,21.116400016802984,21.547860266054926,false
189,dropoff,375180,373607,-0.004192654192654244,26.437495148990582,27.249033690478363,23.073917319686483,23.701148586616412,false
189,pickup,374388,370831,-0.009500838702095171,28.144848659675308,28.95903619168423,24.44312993472018,25.155316033449125,false
190,dropoff,93798,82705,-0.1182647817650696,26.74824665771087,26.786987122906552,23.45111985330176,23.456620760534427,false
190,pickup,66361,61062,-0.07985111737315587,27.933303144919513,27.306710228947633,24.280319766127683,23.76222806327997,false
191,dropoff,226149,241593,0.06829125930249536,23.968618654072177,23.448731130453876,21.030755077404816,20.67003539009822,false
191,pickup,279371,305197,0.09244338173969391,24.678933747596,24.35263275851145,21.67713517151041,21.484287361933408,false
192,dropoff,120034,124912,0.04063848576236739,23.87273047636458,24.195435746765206,20.66429619941012,21.080258101703613,false
192,pickup,124945,131116,0.049389731481852106,24.552291168113424,24.605462109886933,21.231566209132026,21.383101147075855,false
193,dropoff,141512,160055,0.13103482390185994,24.54680451127749,24.750979725718455,20.865187404601734,20.88302614726182,false
193,pickup,141771,160202,0.13000543129412923,25.644505434820218,26.27064680840349,21.840212173152484,22.245227650091643,false
194,dropoff,37894,45584,0.2029345015041959,38.343005752889724,39.4016049491048,27.088411885786662,28.92948512636011,false
194,pickup,17229,24644,0.43037901213070984,51.934942828951286,53.41223218633338,33.62113645597541,34.4868535951956,false
195,dropoff,189782,208682,0.09958794827749728,29.64830437027634,30.156626206379784,25.215214878123287,25.579180954754015,false
195,pickup,183539,201733,0.09912879551484965,33.549620625587934,34.41388617628082,28.25285879295404,28.955545547827974,false
196,dropoff,226929,244900,0.0791921702382683,23.685231592258983,23.70046096365747,20.362448695406982,20.43066047366264,false
196,pickup,243064,260545,0.07191932988842442,24.088629332191243,23.95171893530747,20.737402453674733,20.677321460784015,false
197,dropoff,392385,409773,0.044313620551244215,21.868319405681792,21.800391143385927,19.18555349975124,19.19673114138801,false
197,pickup,430822,445356,0.03373551025713639,22.383869161738236,22.269304197087767,19.55163580318558,19.543897668381973,false
198,dropoff,639771,652683,0.020182221451112925,23.736734784788368,24.38731966360027,20.537205969010525,21.09152386380492,false
198,pickup,613577,637231,0.03855098871046336,24.383257553649873,25.077672429618094,21.107795207446976,21.745099077100477,false
199,dropoff,3,1,-0.6666666666666667,85.60666666666668,84.19999999999999,76.78333333333335,75.6,true
199,pickup,31,36,0.16129032258064524,59.38903225806452,61.70972222222221,49.52870967741936,50.70805555555556,true
200,dropoff,192118,199748,0.03971517504866795,30.42997334971103,30.695705288662683,25.475059494685613,25.804415513546957,false
200,pickup,201498,213023,0.05719659748483852,32.13346603936396,32.33779122442041,26.729082075256443,27.042104843138937,false
201,dropoff,68233,67008,-0.0179531898055193,35.169532923951515,35.94332064828064,28.815490012164197,29.480955259073557,false
201,pickup,66228,66131,-0.0014646373135229762,33.560901582412214,34.781038393491606,29.09302153167851,30.275691884290232,false
202,dropoff,82469,75101,-0.08934266209121,32.84152602796164,34.93764477170718,27.529821266172732,29.088537968868604,false
202,pickup,70708,67642,-0.04336143010691862,36.638973383492434,38.80973256260874,30.634641907563477,32.349598326483566,false
203,dropoff,141203,148094,0.04880207927593605,23.6523769325008,22.711247721041467,20.82462773453816,20.070880791929397,false
203,pickup,188142,204794,0.0885076165874712,23.319702193023403,22.48916613767901,20.537885373813328,19.88351611863623,false
204,dropoff,23812,26070,0.09482613808163953,33.48685452712929,34.080107786728085,27.26047413069042,27.94832259301882,false
204,pickup,25375,27300,0.07586206896551717,33.27663014778332,34.08191758241768,27.595640985221674,28.900443589743603,false
205,dropoff,351589,372975,0.06082670390711886,21.337208473527173,21.132204490915285,18.77661445608362,18.68426854346802,false
205,pickup,410200,434848,0.06008776206728417,22.933731374935803,22.71134929906198,20.138233593369076,20.04090974317457,false
206,dropoff,218289,223749,0.025012712504981938,21.486685220051164,21.770784092888697,18.04369601766468,18.31115763645865,false
206,pickup,205715,211745,0.02931239822083942,22.43247779695098,22.497137311387764,19.36202970128576,19.61633719804473,false
207,dropoff,17318,18878,0.09007968587596715,18.476243215151886,18.06301938764702,16.099174269546175,15.774787053713299,false
207,pickup,15470,16856,0.08959276018099538,18.075754363283895,17.596295087802602,15.745158371040766,15.289514119601321,false
208,dropoff,326927,329524,0.00794366938184976,23.417842423535106,23.643208931668937,20.213772493553577,20.432908923174033,false
208,pickup,326825,334581,0.023731354700527785,25.1127054233896,25.351056007361795,21.495932502103706,21.73930007980114,false
209,dropoff,210703,188048,-0.10752101298984829,35.44829608500819,39.44599315068366,28.67031651186734,31.025922370884096,false
209,pickup,236182,212277,-0.10121431777188783,40.25266925506317,44.53473659416474,32.508781151823605,35.260308935965696,false
210,dropoff,303308,318070,0.048669998813087645,22.22072421432756,21.918284402802453,19.583351246917506,19.364889804131078,false
210,pickup,306849,323044,0.05277840240639531,22.409911357050373,22.027205179478056,19.580915075493323,19.309168565272774,false
211,dropoff,529851,500139,-0.056076142160720654,31.94504749448313,35.96386340597178,25.880174520761297,28.25965419613361,false
211,pickup,583829,554686,-0.04991701337206611,36.951682478944285,41.425659922912835,29.822869367571375,32.76502368907851,false
212,dropoff,242390,252484,0.04164363216304312,20.315884112379806,20.58106885980794,17.582893848756193,17.807076725653797,false
212,pickup,259712,270750,0.04250092410054207,21.450184512073886,21.59565975992506,18.37037302858549,18.453076786703487,false
213,dropoff,463587,478000,0.03109017293409866,21.253656918761962,21.399301841000423,18.492385183363478,18.646102405857608,false
213,pickup,475900,490463,0.030600966589619638,22.776880289972983,22.69468602116376,19.63348602647611,19.577402474804316,false
214,dropoff,82482,87606,0.0621226449407144,26.742570985184333,27.409455516745215,21.553798889454647,22.070109809830345,false
214,pickup,82106,86884,0.05819306749811215,27.012573867926687,27.27666221628822,23.213622877743475,23.64938780442896,false
215,dropoff,261840,268334,0.024801405438435786,20.656836465015527,20.557908166686577,18.17616162542019,18.160592023373763,false
215,pickup,316675,322546,0.01853951211810223,21.303360037892386,21.21860196684945,18.695003457803814,18.70737935054212,false
216,dropoff,529849,556132,0.0496046986971761,21.366494416328134,21.16130107599819,18.743333308168356,18.624180788014023,false
216,pickup,643670,681510,0.058787888203582606,21.49858884210057,21.180580930576767,18.53664863983034,18.302639433023206,false
217,dropoff,180323,187241,0.038364490386695094,19.14561708711521,19.1089994712689,16.81423589891472,16.750608787605202,false
217,pickup,170485,177737,0.0425374666392937,20.834607971375043,20.224647090925732,18.172460216441316,17.656567625198978,false
218,dropoff,168019,177851,0.058517191508103306,22.701561371034582,22.7463375522199,19.943984013712726,20.041697319666376,false
218,pickup,217389,218279,0.0040940433968599255,23.066703191052678,23.463927862963363,20.091680259810722,20.57095171775566,false
219,dropoff,148730,160084,0.07633967592281321,24.2720110939279,23.797997488817643,21.292214079203934,20.946153082131843,false
219,pickup,186498,196656,0.0544670720329441,24.032812362598076,23.675633746236205,20.988697787643797,20.78941095110232,false
220,dropoff,312049,327799,0.05047284240616068,23.81313534092113,24.030008694349995,20.244982166262403,20.496781411779725,false
220,pickup,345020,364665,0.056938728189670273,24.69012784765866,24.64402462533806,21.019421743667156,21.07132795853709,false
221,dropoff,116138,121435,0.045609533486025144,24.08126091374002,23.96483542635943,19.353321479619026,19.27144282949727,false
221,pickup,138960,146953,0.057520149683362165,22.537916090960795,22.947693344129835,19.37349589810016,19.873117323225745,false
222,dropoff,113902,120157,0.054915629225123386,22.57735930887921,22.88856812337161,19.951429737844798,20.295646695573293,false
222,pickup,121379,125244,0.03184241096070983,22.93981504214038,23.630891779246536,20.21016081859302,20.872039379131863,false
223,dropoff,512163,517765,0.010937924059332582,24.43865589665338,24.572202504991683,20.557789238972052,20.712010371500124,false
223,pickup,488160,496131,0.016328662733529953,25.62951743280215,25.627140291570633,21.37293397656468,21.44757304018453,false
224,dropoff,187122,163517,-0.12614764698966452,28.592001474972538,32.08920907306193,22.376200927737063,24.17766036558887,false
224,pickup,230755,201803,-0.12546640376156526,31.753978028643736,35.917236413728745,24.871654915386397,27.26821271239775,false
225,dropoff,860106,840867,-0.022368173225160604,23.91181445077851,24.50116032618726,20.86592810653621,21.313335259915963,false
225,pickup,817066,799314,-0.02172651903273415,24.730617575567933,25.96334359213062,21.552685021772938,22.620519445424176,false
226,dropoff,605797,631861,0.04302431342512425,23.86147605550794,24.309780014904906,20.392684826765258,20.655042105779405,false
226,pickup,595571,612875,0.029054470415785794,24.616276917438373,24.67735734040055,20.924806412669053,20.88574849683849,false
227,dropoff,251167,266137,0.059601778896112956,23.696429586688048,23.911638291555192,20.64505293290933,20.837979161108663,false
227,pickup,234204,250742,0.07061365305460199,24.79993104302104,24.95113889974423,21.19872909941769,21.31594918282528,false
228,dropoff,506993,526723,0.038915724674699614,26.37915140839868,27.017305889428663,22.795626961318447,23.303438676495723,false
228,pickup,481277,508267,0.05607997057827396,27.65579460476342,27.83811691492421,23.588104044032484,23.718276535757518,false
229,dropoff,480083,430644,-0.10298010968936622,30.53435957948712,34.02696568394943,24.16752269919971,25.98420154466372,false
229,pickup,608238,563656,-0.07329696599028668,35.65852999976964,39.49676300793563,28.383355972497366,30.6669601671946,false
230,dropoff,1077978,1015605,-0.057861106627407954,40.32524239828142,44.88903317728066,32.275891743616306,35.02121422206504,false
230,pickup,1237255,1186941,-0.040665828790346414,48.182440854973926,53.68568673591636,38.32097357456614,42.3147952931109,false
231,dropoff,991184,936307,-0.05536509871022943,34.10881693006552,37.9622547092015,27.655296594779383,29.87848357429826,false
231,pickup,1175240,1110945,-0.05470797454137022,39.35862143053107,43.82206104713884,31.742456919437636,34.70994546084678,false
232,dropoff,400060,360354,-0.09925011248312754,29.383761585757497,32.18390382789884,23.61879668049789,24.858031824261893,false
232,pickup,462287,424017,-0.08278407136692145,32.110779905118164,35.22288214859072,25.835071221989686,27.40782970965797,false
233,dropoff,525939,475067,-0.09672604617645775,31.34970846428809,35.30195307188108,24.412007190948046,26.60943835290627,false
233,pickup,579470,543453,-0.0621550727388821,36.04590726008147,39.55132165983195,28.16444437158071,30.1239370653952,false
234,dropoff,935532,920756,-0.01579422189727342,30.811433473153752,34.97901785055633,24.393641617817128,26.862664897106622,false
234,pickup,1060286,1041112,-0.01808380003131227,37.51274763602802,42.62268887498319,29.711789743521724,33.19863108868239,false
235,dropoff,397146,404146,0.017625759796145557,20.492777542764426,20.926989503790352,17.946094383425645,18.35193296481959,false
235,pickup,416726,425893,0.021997667532143383,21.78651363245603,22.514230499206516,18.91065935410807,19.595222086298588,false
236,dropoff,728809,680508,-0.06627387971334053,32.37883033826634,34.566692794209104,25.98323162858837,27.480885074091326,false
236,pickup,746262,695130,-0.06851749117602124,37.418250198997804,40.197790111208455,29.980305495924622,32.07629862040161,false
237,dropoff,790367,789661,-0.0008932559178204125,33.03020161520386,36.037079835530285,26.741020753649412,28.750255172789384,false
237,pickup,824504,826844,0.0028380699183994107,38.42487963673526,41.958202200181816,31.199726720549183,33.75158716759163,false
238,dropoff,479580,441922,-0.07852287418157555,30.96287664205973,32.736573128286054,24.7478672379997,25.97198200134844,false
238,pickup,531835,489730,-0.07916929122754235,34.844988351646876,37.2871148796265,27.607341243054343,29.498230453514967,false
239,dropoff,588122,541583,-0.07913154073474549,31.856125089692693,34.014904732975936,25.49117240980588,26.969952417265496,false
239,pickup,655132,599410,-0.08505461494782729,36.972780279397455,40.03315717122172,29.373026977769,31.758753924692375,false
240,dropoff,59215,58455,-0.01283458583129271,22.313716794731175,23.168357197844585,19.43124022629401,20.193091608929944,false
240,pickup,64547,72656,0.12562938633863707,23.20878135312266,22.9687398150187,20.191033665391103,20.04453204140062,false
241,dropoff,362266,372287,0.02766199422523785,21.720024788412022,22.036845175896428,18.952151816620827,19.270315213800036,false
241,pickup,376870,386475,0.025486241940191556,22.615792687131165,23.171752713626695,19.63079881656822,20.187291002005253,false
242,dropoff,388813,402963,0.036392816083824275,21.401060278330977,22.311096725998922,18.677147677675276,19.51043229775421,false
242,pickup,389274,402319,0.0335111001505366,22.196073665333373,23.039646921966494,19.262674131845568,20.024166494746623,false
243,dropoff,493167,477912,-0.03093272664229363,25.36710895091884,25.747380124369162,21.66916640813325,21.991512475099825,false
243,pickup,537892,546565,0.016124054642939534,27.119334903654394,27.986346271711913,22.73441436199053,23.520653774024847,false
244,dropoff,769281,730921,-0.04986474383222772,26.29541391247246,26.872404555347785,22.34743217367908,22.831094140132546,false
244,pickup,770876,761690,-0.011916313388923738,27.93047148957843,28.721805458914954,23.182595579574127,23.91402392049232,false
245,dropoff,72510,77527,0.06919045648876021,24.33424327678929,24.543350316663847,19.946959315956413,20.132541050214833,false
245,pickup,76434,81993,0.07272941361174357,24.858201978177302,24.75615040308305,21.325870554988693,21.421736123815485,false
246,dropoff,1057368,960654,-0.09146673627346391,31.058303268124646,35.20102752917129,24.83399836197017,27.268717592390658,false
246,pickup,1105899,1025671,-0.07254550370332191,39.00190266924455,43.382999197609756,31.082572947438823,33.952047440163724,false
247,dropoff,471308,497676,0.055946429935413766,21.024191950906932,21.735305560239837,18.29421703005248,18.936516790039974,false
247,pickup,501598,525436,0.04752411293505965,23.96780796573641,24.847714907234145,20.582236611788556,21.468114270814944,false
248,dropoff,222235,227488,0.023637140864400275,20.82894778050173,20.96267275636424,18.036920557068,18.153830224011774,false
248,pickup,244210,249410,0.02129314933868387,21.996316858440462,22.269657591915873,18.858476884648514,19.08198664849041,false
249,dropoff,824488,747373,-0.09353077303732737,28.768583278352434,32.49882278327172,22.918723462318066,25.02368949641002,false
249,pickup,968549,873671,-0.09795890553807807,35.09258828413463,39.509652100169916,27.921903610451903,30.799617613495773,false
250,dropoff,241360,255488,0.05853496851176665,21.083758244944395,21.42643537074042,18.310001118660995,18.605522725137664,false
