zone,direction,n_2024,n_2025,pct_volume_change,avg_total_cost_2024,avg_total_cost_2025,avg_base_fare_2024,avg_base_fare_2025,low_n_flag
15,dropoff,67652,72343,0.0693401525453794,28.872319665346005,29.039482741937558,24.86418805061194,25.09806988927752,false
15,pickup,69285,73071,0.05464386230785889,29.76575795626757,29.971511543567093,25.651218156888252,25.901999972629362,false
16,dropoff,186265,198195,0.06404853300405344,25.298827584354658,25.094392239964716,21.985945454057493,21.873767350336735,false
16,pickup,190249,206314,0.08444196815751992,26.555870779871572,26.465296344406013,23.11104873087379,23.140674845138907,false
17,dropoff,865715,838962,-0.030902779783185008,22.899446157223625,23.56302153136723,20.001092530452105,20.51318094264083,false
17,pickup,844876,816894,-0.03311965306151432,23.840297250719225,24.74329842060241,20.761853041156087,21.538318545612924,false
18,dropoff,433886,450805,0.03899411366119221,20.847454308270404,21.12137085879346,18.21526790447245,18.50806053615196,false
18,pickup,460060,483969,0.0519693083510846,21.47749739164108,21.943130964995483,18.68608588010257,19.163362033518624,false
19,dropoff,70272,72293,0.028759676684881663,28.190402578551733,27.74785567067342,24.70294996584701,24.37887278159712,false
19,pickup,85610,92870,0.08480317719892527,27.497605186309816,26.30940842037225,24.10422287115996,23.16172262302147,false
20,dropoff,290949,300127,0.031545047413807925,21.773659266742726,22.541684120387526,18.948271724597806,19.61505309419004,false
20,pickup,294359,306357,0.04075975254705999,23.426455178878903,24.181903432920762,20.191211242054827,20.87412267387392,false
21,dropoff,246707,261625,0.06046849096296425,22.69793483768075,22.53793670329546,19.904078562829756,19.79058167224074,false
21,pickup,250137,269362,0.07685788188072928,22.70396114928897,22.537675173185697,19.68286143193531,19.559386661815623,false
22,dropoff,322101,342064,0.061977454276764155,22.647592090676522,22.49551613148155,19.808600532131305,19.69725159619253,false
22,pickup,329130,353601,0.0743505605687722,22.728235347733264,22.61132711728461,19.58913730137044,19.514263421200724,false
23,dropoff,169022,175647,0.03919608098354055,26.312825312680154,26.646654084611995,21.6859888061909,21.999827608783455,false
23,pickup,149888,158183,0.05534132152006821,27.06019174316726,27.536028966449372,22.797316729824907,23.533254395225768,false
24,dropoff,133435,123770,-0.07243227039382472,27.282856821672677,28.173096388461847,22.572224528796866,23.154321160216522,false
24,pickup,146087,135284,-0.07394908513420084,30.106825111062996,31.583447340409,24.64511113240745,25.81279574820376,false
25,dropoff,530417,530371,-8.672421886934956e-05,29.789658796756694,30.907625284939183,25.89718233012897,26.714807653510253,false
25,pickup,591760,593101,0.0022661214005677,30.905025246718424,32.25654428166452,26.678384919561847,27.80871435050669,false
26,dropoff,532840,537460,0.00867052023121384,20.415008389004036,20.671179883148596,18.008650401621093,18.249484761656404,false
26,pickup,516929,523678,0.013055951591030901,21.20012558784116,21.326967525840523,18.41408887874336,18.560635161301175,false
27,dropoff,9862,8670,-0.12086797809774896,46.9093632123302,48.22099192618225,38.166272561346574,39.37297808535177,false
27,pickup,6619,5774,-0.12766278894092764,45.581775192627305,47.162687911326636,39.541729868560196,40.68118808451679,false
28,dropoff,231677,242656,0.04738925314122677,23.435590024040973,23.37568665106045,20.338764961562966,20.3647813365422,false
28,pickup,244516,253470,0.036619280537878884,24.042681583208136,23.972905629856417,20.828997284431274,20.885216988203695,false
29,dropoff,195706,213046,0.08860229119188978,23.03547704209276,22.821365151186903,20.26598218756712,20.12537893224926,false
29,pickup,183585,203630,0.10918648037693712,23.389510580928754,23.237499631683917,20.30633330609796,20.21959681775761,false
30,dropoff,5536,6066,0.0957369942196531,31.99132767341039,33.03121167161227,27.702707731213874,28.814101549620833,false
30,pickup,5752,5128,-0.1084840055632823,30.47992698191932,32.8156844773791,26.42104485396384,28.721109594383783,false
31,dropoff,46569,47484,0.019648263866520743,28.547861238162792,29.061426375200117,24.26056818913872,24.669940190379954,false
31,pickup,40754,42373,0.03972616184914357,29.820564852529884,30.913573737993612,25.13883078961573,26.056329974276082,false
32,dropoff,224048,225169,0.005003392130257911,21.483337454473016,21.786049545007458,18.7057530082839,19.00034272035659,false
32,pickup,243635,252063,0.034592730929464244,22.70064161553043,22.74749177784816,19.62168744228045,19.717463967341462,false
33,dropoff,469836,469828,-1.702721800800333e-05,31.723347593626617,33.34371052810487,27.4020063383819,28.562187396238386,false
33,pickup,485876,477295,-0.017660884670162802,34.43094664070197,36.01110832922849,29.539281154038957,30.773451890340162,false
34,dropoff,111781,96677,-0.13512135336058906,27.2231207450277,28.617522575172604,23.67911174528764,24.78098648075547,false
34,pickup,95606,83777,-0.12372654435914066,31.812754952617535,33.51820786134586,27.384759952304258,28.73438903278938,false
35,dropoff,576665,576922,0.00044566602793638666,20.468751233380033,20.883094629771435,18.10222437637074,18.515656258558355,false
35,pickup,616591,609658,-0.011244082382000364,20.992585928105193,21.540637144098778,18.504703328462085,19.036369325096857,false
36,dropoff,789592,788309,-0.0016248898165128756,24.158897050629772,24.609218174597697,20.91560619915105,21.276253030220094,false
36,pickup,812389,816879,0.005526908906939854,25.29730939242062,26.105467345837425,21.838579202819904,22.56959688032098,false
37,dropoff,1122497,1122776,0.00024855300281423354,24.398187781355798,25.04410214504803,21.123508748799146,21.62627420785585,false
37,pickup,1103651,1108890,0.0047469716423036434,25.364431862978563,26.461539467403785,21.908096291310255,22.865840371902998,false
38,dropoff,88930,101118,0.13705161362869678,26.06187698189552,25.938471290966696,22.82056628809179,22.761552245890904,false
38,pickup,115867,130145,0.12322749359179053,26.73000500573881,26.747519920088564,23.43496465775412,23.503731453378837,false
39,dropoff,700935,712689,0.016769029938582092,20.63302835498049,20.45258985335399,18.27874964154974,18.172165895642756,false
39,pickup,730465,743561,0.01792830594210537,21.528075677815483,21.32263792748372,18.99361571053967,18.880349493854204,false
40,dropoff,233247,236758,0.015052712360716258,28.944769021678475,29.757051504065743,24.563023275754965,25.11195592123596,false
40,pickup,233079,245781,0.054496544090201215,31.439803886234515,31.859545408308257,26.415354536444788,26.692213433910634,false
41,dropoff,605899,590177,-0.025948219092621017,25.06496487038123,25.39231610177638,21.087816038646274,21.325830810078873,false
41,pickup,662160,653196,-0.013537513591881156,26.697134076352107,27.007131825668207,22.281148861301705,22.599863823415642,false
42,dropoff,837022,803005,-0.040640508851619184,23.385515649530372,23.450834341005596,19.880854445880864,19.892296984452063,false
42,pickup,916210,896854,-0.021126161032950952,24.548350454592118,25.020225610859875,20.73652490149623,21.15977632925713,false
43,dropoff,210016,202586,-0.035378256894712745,34.27717697699,37.16622204890577,27.951986801005603,29.780740673096815,false
43,pickup,150322,143661,-0.04431154455103048,37.23478898630848,41.12582990512305,30.175384042255946,33.03361643034644,false
44,dropoff,40136,45133,0.12450169423958535,31.077746412198664,31.030111005251282,25.98955551126172,26.167901313894497,false
44,pickup,39680,45024,0.1346774193548388,32.72671849798399,32.85784603766898,27.509106854838702,28.052685678749103,false
45,dropoff,223679,214468,-0.04117954747651764,30.505345293923575,33.39175037767723,24.59164087822286,25.922299410634555,false
45,pickup,255645,245808,-0.03847914099630345,33.34153967415512,36.57536939399602,26.828945256116917,28.53371318264657,false
46,dropoff,21796,23014,0.05588181317672958,34.34671912277491,34.9310637003564,29.80595200954304,30.465124272182134,false
46,pickup,20033,20794,0.03798732092048129,38.68517995307749,40.13705155333274,33.346269655069165,34.811739924978355,false
47,dropoff,315627,321820,0.019621261805865764,19.551739616697922,19.967328537690545,17.159257858168097,17.572568703001604,false
47,pickup,333183,338047,0.014598583961366485,20.609239787142716,21.289222208744068,17.93882584045413,18.58349868509408,false
48,dropoff,810361,749673,-0.07489007985329998,33.899096871648105,37.58447355047455,26.922075050501675,28.886599424016175,false
48,pickup,994713,954408,-0.04051922514333284,39.106254306532385,42.903467908915175,30.5861338195032,32.85488339368515,false
49,dropoff,623875,617642,-0.00999078341013826,25.311621927468394,26.29326760485527,21.97867247445402,22.71898789266273,false
49,pickup,615416,615437,3.4123259713858545e-05,26.80892638474912,27.95610132312287,23.207730088265183,24.145962234964617,false
50,dropoff,489069,433982,-0.11263645825026736,31.634198201070173,34.76732071836819,25.271168792133427,26.78654990299169,false
50,pickup,591059,533955,-0.09661302847939035,34.591653134457566,37.95415875869726,27.27214174896213,29.1750625801803,false
51,dropoff,358635,363617,0.013891561057900015,22.99951287520418,23.207868636502237,20.122269075801256,20.350862280916317,false
51,pickup,381992,392876,0.028492743303524692,24.582055906927003,24.9419522190176,21.419126159710146,21.788810998890106,false
52,dropoff,139012,140535,0.0109558887002561,30.337105070064993,31.42395061728302,26.122371090265617,26.88347849290204,false
52,pickup,158830,156535,-0.014449411320279548,31.618221872441254,32.63303133484422,26.990287477176892,27.73368102980158,false
53,dropoff,149109,156116,0.0469924685967984,26.580290056266783,26.569079658714507,22.95250440952596,23.028885059827306,false
53,pickup,143125,150340,0.05041048034934503,27.70926525764117,27.847276040973053,23.901946969432267,24.085653119595563,false
54,dropoff,58172,58838,0.011448806986178894,28.17486488344905,29.024535844182324,24.016255758784265,24.607596961147546,false
54,pickup,57690,59711,0.03503206794938474,30.881651932743967,31.05875517073895,26.014210088403487,26.0297814473045,false
55,dropoff,277231,291645,0.051992742514365364,27.16179990693378,26.50781916370708,23.870410812643648,23.352050438032478,false
55,pickup,267492,282898,0.05759424580922046,28.087236739788796,27.483887196089608,24.358859218219834,23.919598335795943,false
56,dropoff,258203,268057,0.03816377036672702,22.652408569999956,22.151661101928575,19.555863874548397,19.172050459417097,false
56,pickup,290694,304951,0.04904469992500715,23.62883344685341,23.20034890851115,20.353744693733027,20.036593551095,false
57,dropoff,18720,19620,0.04807692307692313,23.017930555555594,22.417860346585126,19.813859508547022,19.394042813455666,false
57,pickup,20868,23041,0.10413072647115196,24.71061912976809,24.2327221040754,21.18495926777844,20.847874658217975,false
58,dropoff,31330,32595,0.04037663581232054,24.894649856367746,25.339873293449983,21.233975742100228,21.65369197729717,false
58,pickup,33100,33915,0.02462235649546818,26.310420241691922,26.855336576736057,22.396042900302117,22.899297361049676,false
59,dropoff,12561,13831,0.10110659979301007,21.747118859963383,21.66992625262095,18.966331502268943,18.936083435760228,false
59,pickup,11033,12353,0.11964107676969093,22.74726819541377,23.03438355055452,19.61016405329467,19.850046142637407,false
60,dropoff,206192,210559,0.021179289206176843,20.486169056024654,20.554808011055417,17.852269826181374,17.92461927535742,false
60,pickup,225297,232312,0.03113667736365766,21.463890420199956,21.70990947518758,18.53713666848647,18.731978933503076,false
61,dropoff,1402258,1382634,-0.013994571612356621,22.82524656662054,23.389289898856088,20.039933122150956,20.51077091261998,false
61,pickup,1343273,1300700,-0.03169348300754948,23.591711714606426,24.643792404101017,20.665054437930166,21.615228776812067,false
62,dropoff,366338,369108,0.007561323149659627,23.40465690154645,23.986880235591794,20.57058718997203,21.078039029227188,false
62,pickup,370166,368043,-0.005735264719071931,24.092628820580458,25.155684254282043,21.093129812030433,22.063937990941245,false
63,dropoff,306005,312876,0.022453881472525028,22.113727586148304,22.310912438152645,19.4321231679222,19.648854146690606,false
63,pickup,315878,323308,0.023521739405719888,22.66249773646647,23.14730773751123,19.839723690792262,20.33069886918968,false
64,dropoff,57097,60516,0.05988055414470117,31.940172863722996,31.42591760856628,27.682096432387016,27.279022407297248,false
64,pickup,63226,67819,0.07264416537500384,30.623892069718153,29.837870803167124,26.651893208490204,26.02221339152744,false
65,dropoff,435742,429483,-0.014364004387917628,30.62597732143926,32.02120794070591,26.486822775862617,27.48123723174144,false
65,pickup,488419,468157,-0.04148487261961553,31.298917343504897,32.87351514555732,26.88334802700127,28.157642478911853,false
66,dropoff,333757,341171,0.022213766303028848,31.90063495297079,33.349784536196175,27.439608128069093,28.34064712416924,false
66,pickup,377619,379179,0.004131148061935486,33.64543751770413,35.05859090297286,28.743310347201763,29.681948552002947,false
67,dropoff,175959,183670,0.043822708699185586,23.91799896566727,23.98200822126549,20.681244664950395,20.73364997005491,false
67,pickup,172553,181726,0.05316047822987713,24.817695200893848,24.69484933361119,21.044980035119654,20.93103557003388,false
68,dropoff,1090921,1023839,-0.0614911620548142,33.151912090805425,37.28791166385665,26.3142142281612,28.698327442108074,false
68,pickup,1135351,1045159,-0.07943975035033224,41.846886751337614,45.86199787784783,33.09566143862097,35.639433215424845,false
69,dropoff,502956,512049,0.018079116264643424,21.356197361196067,21.812559540195725,18.591984229236555,19.026994467326364,false
69,pickup,509412,516710,0.014326321327334357,22.379179171275155,23.045260436216616,19.339575255392415,19.99618594569488,false
70,dropoff,187700,200332,0.06729888119339367,25.323744326050992,25.235130583230823,21.584566435801843,21.517766258011683,false
70,pickup,239958,239940,-7.501312729729648e-05,26.983182932011818,27.35407893639933,22.70826311271138,23.149318371259554,false
71,dropoff,431216,425577,-0.013076973025119676,21.414530954320288,21.77575169710432,18.892925633557017,19.230031392673908,false
71,pickup,436441,430664,-0.01323661159240308,22.21855235873481,22.636025161142992,19.513807708258373,19.908670123344304,false
72,dropoff,488771,480525,-0.016870886366007753,20.297405451628293,20.53475625617438,17.969118851159156,18.221481296498574,false
72,pickup,509431,498217,-0.022012794666991242,21.015400652880857,21.591004923553104,18.541983291162005,19.102725940704527,false
73,dropoff,93330,97165,0.04109075324118727,23.297068573877386,23.498466114341436,20.245752812600475,20.472204394586534,false
73,pickup,98714,103178,0.045221549121705173,22.926359786858924,23.317455949911583,19.918163684988972,20.31161119618527,false
74,dropoff,684860,661470,-0.034152965569605453,23.13463493268577,23.538468456616478,19.328437038226586,19.61100772521801,false
74,pickup,713183,697410,-0.022116343210648592,24.792250348083492,25.326557233190115,20.66064219141466,21.09334688346867,false
75,dropoff,667526,621168,-0.06944748219545005,27.255713934738218,28.42597327936903,22.46075835248367,23.253700013522643,false
75,pickup,661584,615902,-0.06904943287624854,28.897418090519633,30.199222165213776,23.790877212870438,24.787237174095637,false
76,dropoff,1094841,1095146,0.00027857926402097277,20.299157640243816,20.477516303764027,17.959599476088624,18.168548723183335,false
76,pickup,1095441,1106017,0.009654559214051783,21.148797306293133,21.20643917770108,18.62509834851892,18.731192016035493,false
77,dropoff,295315,289986,-0.018045138242215986,21.176421075798736,21.569476560936142,18.686050082115823,19.078418923672096,false
77,pickup,298796,294033,-0.01594064177565968,21.8013590878045,22.309468086913952,19.15551202157998,19.65698112116663,false
78,dropoff,414122,425298,0.02698721632755574,20.295945397729636,20.66688688871967,17.726139422682056,18.07836295961894,false
78,pickup,440459,449654,0.020875949861394627,21.530714618156626,22.1326484141103,18.622659384868964,19.155276790598894,false
79,dropoff,1119252,990843,-0.11472751444714868,28.194324343410297,31.857168078099413,22.37525963768623,24.40553162307304,false
79,pickup,1367384,1211105,-0.11429049923064771,32.38848345455454,36.76439059372772,25.697214030586547,28.466033382737823,false
80,dropoff,791828,763771,-0.03543320013942419,25.165619528484648,25.584018468885546,21.518615608440474,21.81516754367463,false
80,pickup,829037,789013,-0.04827770051276359,28.067692443162848,28.1644775688124,23.87187767252852,24.016531780844826,false
81,dropoff,253229,259124,0.02327932424801271,20.998149935432938,20.74591172565922,18.336626452736528,18.18533134715425,false
81,pickup,276862,291852,0.05414249698405693,21.895561290461284,21.709691555993054,19.055855083037855,18.939548469772294,false
82,dropoff,653089,688677,0.05449180739531667,21.264579666779934,21.300670270673795,18.37547467496732,18.439182272676167,false
82,pickup,672409,714290,0.06228500808287807,22.162579843510642,22.012040683752193,19.120275100421857,19.05009802741162,false
83,dropoff,212150,231632,0.09183125147301441,21.353558425641225,21.44258768218444,18.25933132217771,18.355370760516532,false
83,pickup,213021,236714,0.11122377605963729,22.003009750211397,22.110766536832365,18.772837232009945,18.871776743242815,false
84,dropoff,41958,45724,0.08975642308975651,30.958944658944763,31.16057912693562,25.323460365127037,25.811376738693053,false
84,pickup,43785,48159,0.0998972250770811,30.570211944730037,31.25209410494414,25.604357428343008,26.760998774891508,false
85,dropoff,315453,317058,0.005087921180017219,23.873923310284265,24.065556617399064,20.904410260799512,21.100170284301285,false
85,pickup,315233,317188,0.0062017618713776645,24.291520875033733,24.185837074540306,21.18977166096204,21.13592957488926,false
86,dropoff,172583,193950,0.12380709571626403,27.113368813845117,26.810468986851394,23.819600134428146,23.635309564320604,false
86,pickup,209265,234390,0.12006307791556159,27.321953647288172,26.964739280685126,24.049163357465503,23.85518541746659,false
87,dropoff,578100,556072,-0.038104134232831655,36.719250354611006,41.00125717533224,29.63409167963968,32.241793346904984,false
87,pickup,618982,614184,-0.0077514370369412555,43.18005261865922,47.54421795423494,34.79921030013771,37.63991774451981,false
88,dropoff,260097,240275,-0.0762100293352096,38.17213035905482,42.17861933201308,30.963434872374556,33.32194922484656,false
88,pickup,264830,246369,-0.06970886984103009,45.54666314238903,50.53102898497484,36.89882154589721,40.23510149410025,false
89,dropoff,815723,817625,0.0023316738647800594,24.631799029818943,24.8246502125053,21.487892765068747,21.675136853691793,false
89,pickup,788042,797313,0.011764601379114392,25.412129277371754,25.265590263798394,21.972623121609967,21.89648728918218,false
90,dropoff,588400,550362,-0.06464649898028552,31.093997909585305,35.269191950024734,24.44831461590736,26.928372380360987,false
90,pickup,690197,655425,-0.0503798190951279,37.10092663399394,41.09722218408361,29.113105446705298,31.59239775718081,false
91,dropoff,456121,458327,0.004836435945724915,22.51422587426988,22.522343545106846,19.88239179954412,19.932785063938912,false
91,pickup,491040,491810,0.0015681003584229192,22.909227456006793,22.981351904185978,20.148978983381973,20.26631825298375,false
92,dropoff,492443,514422,0.04463257676522958,25.34063991161965,25.7197828630916,21.791242011765362,22.178974791124638,false
92,pickup,500175,529503,0.05863547758284593,27.208504943263204,27.699098834186305,23.222996511220746,23.754708283050277,false
93,dropoff,107488,108181,0.006447231318844837,33.23978899970167,34.11739131640421,28.282192244715663,29.111888409240006,false
93,pickup,72427,67286,-0.0709818161735265,42.87429812086598,45.253143298754175,36.37322517845552,38.54680156347531,false
94,dropoff,196423,192610,-0.019412186963848388,20.340688412252334,20.90446674627403,17.831004566675027,18.36300929339072,false
94,pickup,212700,212209,-0.0023084156088387653,21.126634790784284,21.722701299189993,18.384060554771935,18.996440348901242,false
95,dropoff,677901,705452,0.0406416276122914,24.58397249745824,24.425160733824992,21.142385584325794,21.074984860769703,false
95,pickup,656503,687086,0.04658470715289953,25.69185140052158,25.215687832380254,22.126442514351847,21.784887743309675,false
96,dropoff,17551,16756,-0.04529656429833062,25.484474388923733,25.761798161852468,22.13992422084212,22.465179637144917,false
96,pickup,14928,15036,0.007234726688102988,25.986722266881042,26.270261372705516,22.569815782422317,22.823697791965976,false
97,dropoff,635001,614947,-0.031581052628263606,26.465667518633012,26.75647514338367,23.08641132848624,23.197202165389733,false
97,pickup,661324,661950,0.0009465859397208565,28.057965913830717,29.290859490897763,24.321655119124635,25.305164408187846,false
98,dropoff,88789,93710,0.05542353219430329,25.442426088817022,25.393001280546166,22.225718951671908,22.264796713264353,false
98,pickup,87754,95985,0.09379629418601998,25.911539758871207,25.73896327551152,22.644127675091774,22.576241704433,false
99,dropoff,2620,2795,0.06679389312977091,25.120622137404546,25.6174311270125,21.130427480916023,21.73870483005367,false
99,pickup,2189,2494,0.139333028780265,24.468611238008197,27.554570970328776,20.94522156235724,23.847854851643955,false
100,dropoff,465825,437291,-0.06125476305479527,36.57198673321367,40.70843856836609,28.921376117640705,31.26557422860317,false
100,pickup,571458,535920,-0.06218829730268893,45.6806378421553,50.16459042394851,35.844185364453544,38.8311323518437,false
101,dropoff,61445,67633,0.10070795019936529,33.65147416388617,33.13111691038381,29.46060948816014,29.11117457454204,false
101,pickup,83889,94666,0.1284673795134046,31.173992537757947,29.941959203937696,27.395289608887932,26.38952136986872,false
102,dropoff,229364,237279,0.034508466891055356,21.912821236112695,22.331248530210143,19.170827331229006,19.567211341922295,false
102,pickup,233759,240109,0.02716472948635129,22.435878233564193,22.863119874722372,19.61057824511566,20.04647772469994,false
104,dropoff,1,2,1.0,69.66,98.595,46.66,77.075,true
105,dropoff,35,40,0.1428571428571428,42.84085714285714,41.52525,33.37828571428572,31.234500000000004,true
105,pickup,12,15,0.25,71.70916666666666,50.79066666666667,60.494166666666665,40.389333333333326,true
106,dropoff,188748,203780,0.07964057897302212,26.527697512025583,27.066364657963316,22.913261173628392,23.33443576405921,false
106,pickup,206046,218340,0.05966628811042196,27.273414140530537,27.766360630208485,23.327846742960304,23.728066593386362,false
107,dropoff,706153,633416,-0.10300458965691572,29.53453737362963,33.67471240069802,23.069003034752704,25.481159901234232,false
107,pickup,808267,727427,-0.10001645495857181,33.98059145060326,38.816545316580715,26.59607383451231,29.725108416377772,false
108,dropoff,137932,143879,0.04311544819186275,22.897481005132367,22.988631975478764,20.164302699881144,20.284929489362554,false
108,pickup,137685,147337,0.07010204452191604,23.340278389075873,23.181934544614833,20.279913062425138,20.217629787493884,false
109,dropoff,60926,64640,0.06095919640219272,28.206592259462226,28.359815903465368,23.260234382693774,23.58929115099017,false
109,pickup,65792,70655,0.0739147616731517,28.828522616731547,28.58409624230407,24.538804413910555,24.71701648857129,false
110,dropoff,363,373,0.02754820936639124,14.627272727272732,15.649061662198392,12.75112947658402,13.776809651474533,false
110,pickup,206,209,0.014563106796116498,26.545873786407768,28.403875598086127,23.156116504854374,24.873636363636365,false
111,dropoff,4510,4220,-0.06430155210643018,25.823073170731696,25.882125592417022,22.19910643015521,22.214109004739342,false
111,pickup,4074,3735,-0.08321060382916057,24.615827196858106,25.739563587684053,21.14129602356406,21.980575635876836,false
112,dropoff,936954,963861,0.028717525086610518,26.400938637334118,27.566155410381775,22.198237832380542,23.01062252752187,false
112,pickup,951577,984275,0.03436190660345928,28.529809043310923,29.688516623919355,23.801774885269676,24.689946915241947,false
113,dropoff,549348,495763,-0.09754290540786537,29.474116225050693,33.53437333967849,23.39564256172751,25.76900589596262,false
113,pickup,644649,582658,-0.09616240775988172,35.155993463110406,39.599515444739325,27.98675924417744,30.88589773074469,false
114,dropoff,589097,529171,-0.10172518277974596,28.660029451855188,32.342563462470586,22.92141591282921,24.98318949829095,false
114,pickup,669344,606422,-0.09400547401635029,34.62234474351202,39.591224477346806,27.711489204355065,31.07039747898369,false
115,dropoff,73740,78583,0.06567670192568476,24.484405071873987,23.69806930252084,19.603390154597275,19.07045887787435,false
115,pickup,81570,87364,0.07103101630501407,23.566000980752673,23.531663156448715,20.190156552654194,20.353282244402706,false
116,dropoff,434582,416968,-0.04053090095770184,25.063183702955897,25.309231020122468,21.236826237625824,21.41828147483744,false
116,pickup,458929,449924,-0.01962177155943512,26.07637625863165,26.78271034663155,21.851517838271196,22.477555809425542,false
117,dropoff,139531,148744,0.06602833778873518,29.40079107868412,29.592981700101472,24.761989450373104,24.95688155488615,false
117,pickup,157288,166518,0.05868216265703685,29.354707542850385,29.869139072051443,25.63928532373737,26.281895650920582,false
118,dropoff,106566,109365,0.026265412983503156,27.23977366139249,27.77543281671423,22.355200063810212,22.831684176839023,false
118,pickup,100770,104581,0.037818795276372,28.285692071052452,29.254468306862158,24.05157487347419,25.092149434409684,false
119,dropoff,326612,330319,0.011349858547756941,21.61899639327166,22.150962130544553,18.757350617858474,19.234887578371158,false
119,pickup,334914,341260,0.01894814788274002,23.206518210643456,24.331018167963432,19.96540123733262,21.024400076188208,false
120,dropoff,15249,13054,-0.1439438651714866,26.896174831136488,27.105625861804818,22.74790281329924,23.00118277922474,false
120,pickup,10355,9491,-0.08343795267986476,25.907079671656216,26.82107470234963,21.749298889425404,22.623353703508585,false
121,dropoff,217881,225660,0.035702975477439614,24.539728659221144,24.717634317113166,21.37247111955605,21.602846051581977,false
121,pickup,220476,230123,0.043755329378254215,25.680684655018037,25.616533810178677,22.344837896188267,22.36345689044551,false
122,dropoff,103819,112665,0.0852059834904979,22.18800181084351,21.818777881329353,19.474440516668462,19.240475835441345,false
122,pickup,116197,126238,0.08641359071232468,23.87575608664555,23.541021800091368,20.953717910100945,20.75684088784672,false
123,dropoff,292874,311791,0.06459091623018764,21.330753088356897,21.11564634642916,18.741715276876903,18.58642160934723,false
123,pickup,284957,303775,0.06603803380860973,22.079847029550493,21.75575327133414,19.17304842485025,18.938578224014407,false
124,dropoff,139361,148902,0.06846248233006369,23.685076958402394,24.087988744274128,20.8005334347486,21.225372191105453,false
124,pickup,148059,155886,0.052864060948675906,25.332000351210613,25.205028546501236,22.027428862818148,22.007287120074835,false
125,dropoff,308670,309058,0.0012570058638674553,33.240245958462886,37.59287645037166,26.82664674247572,29.50020481592463,false
125,pickup,362915,357928,-0.013741509719906841,39.32191469076181,44.33980378735183,31.464448149015638,34.92845482890434,false
126,dropoff,329447,338060,0.02614381068882099,21.420482050221327,21.26323383422875,18.633749070412012,18.517283352067604,false
