zone,direction,year,month,n_trips,log_n_trips,post,Borough,zone_name,service_zone,crz_zone,charged_share_2024_geo
142,pickup,2025,6,119893,11.694354957326324,1,Manhattan,Lincoln Square East,Yellow Zone,false,0.4218
143,dropoff,2024,2,81621,11.309841860783788,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2024,3,83467,11.33220662314222,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2024,4,79943,11.28906915970726,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2024,5,80683,11.298283175313381,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2024,6,71923,11.183351381289999,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2025,2,77266,11.25500929305476,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2025,3,76558,11.245803902483631,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2025,4,76864,11.249792905439655,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2025,5,77454,11.257439490734765,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,dropoff,2025,6,66465,11.104430772301699,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4605
143,pickup,2024,2,104769,11.55951320558446,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2024,3,107865,11.588635724204703,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2024,4,105064,11.562324967264995,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2024,5,106822,11.578919176804051,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2024,6,96806,11.480464254814846,0,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2025,2,99441,11.507319782449395,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2025,3,100107,11.513994892928249,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2025,4,101968,11.532414317554075,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2025,5,101745,11.53022496204829,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
143,pickup,2025,6,88357,11.389140704943184,1,Manhattan,Lincoln Square West,Yellow Zone,false,0.4461
144,dropoff,2024,2,126605,11.7488272823831,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2024,3,130786,11.781317678637583,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2024,4,117751,11.676327504411605,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2024,5,122898,11.71911002202871,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2024,6,120290,11.697660772988119,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2025,2,117708,11.675962260352316,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2025,3,113885,11.642944446293964,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2025,4,111576,11.62246125203853,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2025,5,114787,11.650833516037304,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,dropoff,2025,6,106157,11.572674409375441,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2024,2,151602,11.929013944715523,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2024,3,157203,11.965293242764613,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2024,4,142463,11.866837595853365,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2024,5,150914,11.924465417125745,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2024,6,144866,11.883564456192955,0,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2025,2,138125,11.835914351254154,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2025,3,136267,11.822371475384482,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2025,4,133445,11.801444686914571,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2025,5,139383,11.844980818652393,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
144,pickup,2025,6,128280,11.761970653807092,1,Manhattan,Little Italy/NoLiTa,Yellow Zone,true,1.0
145,dropoff,2024,2,150889,11.924299746141314,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2024,3,170101,12.04414765726144,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2024,4,156026,11.957777939010995,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2024,5,166245,12.021217882877863,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2024,6,161254,11.990736040551901,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2025,2,160121,11.98368505840302,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2025,3,168994,12.037618490316385,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2025,4,161777,11.993974122698685,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2025,5,176944,12.08358857731514,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,dropoff,2025,6,168331,12.033687558107179,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.2501
145,pickup,2024,2,151421,11.927819315782894,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2024,3,175143,12.073358062083333,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2024,4,157707,11.968494160044639,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2024,5,170268,12.045128945295314,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2024,6,167261,12.027310745633416,0,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2025,2,163615,12.00527138598935,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2025,3,171448,12.052035292614512,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2025,4,163503,12.004586617774965,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2025,5,181106,12.106837774189614,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
145,pickup,2025,6,173903,12.066252951487419,1,Queens,Long Island City/Hunters Point,Boro Zone,false,0.1924
146,dropoff,2024,2,48673,10.792879740541583,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2024,3,55447,10.923182888519593,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2024,4,49221,10.804075640682992,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2024,5,52831,10.874853418618248,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2024,6,51519,10.849705950651972,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2025,2,50629,10.832279813633209,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2025,3,53895,10.894792988215729,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2025,4,50779,10.835238162272326,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2025,5,57786,10.964501810788919,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,dropoff,2025,6,53349,10.88461051241177,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.2092
146,pickup,2024,2,46350,10.743976570994,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2024,3,53914,10.895145463430168,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2024,4,47538,10.769284670193297,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2024,5,49950,10.8187777840767,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2024,6,50587,10.831449905270684,0,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2025,2,47847,10.775763698990863,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2025,3,50086,10.821496806904248,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2025,4,47853,10.775889090840558,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2025,5,56062,10.934213500143766,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
146,pickup,2025,6,51535,10.850016467470892,1,Queens,Long Island City/Queens Plaza,Boro Zone,false,0.1587
147,dropoff,2024,2,38065,10.547050503740312,0,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2024,3,43407,10.67837599740519,0,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2024,4,38589,10.560722540746825,0,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2024,5,39758,10.590566357694467,0,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2024,6,38176,10.549962324897642,0,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2025,2,38766,10.56529885278622,1,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2025,3,43372,10.677569350592073,1,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2025,4,39684,10.588703362769794,1,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2025,5,41734,10.63907142329333,1,Bronx,Longwood,Boro Zone,false,0.0436
147,dropoff,2025,6,39029,10.572060238529494,1,Bronx,Longwood,Boro Zone,false,0.0436
147,pickup,2024,2,39919,10.59460768001144,0,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2024,3,45609,10.727860344448946,0,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2024,4,41100,10.623763400484325,0,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2024,5,43188,10.673317957867031,0,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2024,6,41022,10.62186378714185,0,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2025,2,41153,10.625052107457568,1,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2025,3,45513,10.725753278416203,1,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2025,4,42452,10.656129304881713,1,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2025,5,44516,10.703603954093316,1,Bronx,Longwood,Boro Zone,false,0.0385
147,pickup,2025,6,41838,10.641560296449066,1,Bronx,Longwood,Boro Zone,false,0.0385
148,dropoff,2024,2,168042,12.031969227140603,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2024,3,172191,12.056359604801552,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2024,4,153615,11.942204751177648,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2024,5,161063,11.989550871774846,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2024,6,163605,12.005210265030954,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2025,2,155052,11.95151582351022,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2025,3,150867,11.924153932967497,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2025,4,149725,11.916555557132662,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2025,5,161023,11.989302490906347,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,dropoff,2025,6,145151,11.885529858853777,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2024,2,215008,12.278430515719876,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2024,3,223664,12.31790020471091,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2024,4,199590,12.204020541404043,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2024,5,209650,12.253194752598908,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2024,6,212694,12.267609792045743,0,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2025,2,198867,12.200391538558206,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2025,3,199564,12.203890265871108,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2025,4,194155,12.176412088111746,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2025,5,212597,12.267153633783838,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
148,pickup,2025,6,193623,12.17366824842115,1,Manhattan,Lower East Side,Yellow Zone,true,1.0
149,dropoff,2024,2,45432,10.723971981557268,0,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2024,3,50381,10.827369398856096,0,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2024,4,46231,10.741405847723883,0,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2024,5,47900,10.776870783399007,0,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2024,6,43877,10.68914554377483,0,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2025,2,46781,10.753232416566384,1,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2025,3,52581,10.870110116741285,1,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2025,4,46077,10.738069189083738,1,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2025,5,51359,10.846595467769308,1,Brooklyn,Madison,Boro Zone,false,0.0344
149,dropoff,2025,6,46866,10.755047744838352,1,Brooklyn,Madison,Boro Zone,false,0.0344
149,pickup,2024,2,45315,10.721393382488882,0,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2024,3,50264,10.825044394082783,0,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2024,4,46697,10.75143520176483,0,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2024,5,48150,10.782076417226271,0,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2024,6,45097,10.716571004431286,0,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2025,2,47377,10.76589215785248,1,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2025,3,53190,10.881625687736364,1,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2025,4,46924,10.756284550625612,1,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2025,5,52710,10.872560469849253,1,Brooklyn,Madison,Boro Zone,false,0.0238
149,pickup,2025,6,47674,10.772141454894674,1,Brooklyn,Madison,Boro Zone,false,0.0238
150,dropoff,2024,2,20201,9.913487387114461,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2024,3,26004,10.16600565132436,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2024,4,23632,10.07035700477116,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2024,5,25966,10.164543268920198,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2024,6,25803,10.15824604321959,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2025,2,21657,9.983084006807271,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2025,3,25408,10.142819364046863,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2025,4,23803,10.077566902136047,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2025,5,27028,10.204628644672065,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,dropoff,2025,6,25833,10.159408023364275,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.0275
150,pickup,2024,2,18332,9.816403445629014,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2024,3,22119,10.00419224665776,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2024,4,20841,9.94467747936099,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2024,5,22463,10.019624790165171,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2024,6,22395,10.0165929986414,0,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2025,2,20001,9.90353755128617,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2025,3,22011,9.999297607382104,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2025,4,20647,9.93532530938488,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2025,5,23480,10.063904273942033,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
150,pickup,2025,6,22802,10.034603530393666,1,Brooklyn,Manhattan Beach,Boro Zone,false,0.026
151,dropoff,2024,2,53250,10.882753083571671,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2024,3,56394,10.940118048848356,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2024,4,53319,10.884048019428102,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2024,5,55906,10.931426987909191,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2024,6,52510,10.868758906631905,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2025,2,49793,10.81562969088395,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2025,3,51209,10.843670576829885,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2025,4,49647,10.812693244687052,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2025,5,51405,10.847490722976818,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,dropoff,2025,6,46802,10.753681216035357,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2534
151,pickup,2024,2,59948,11.001232798764887,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2024,3,62426,11.041737134242736,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2024,4,60840,11.016002746373228,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2024,5,61973,11.034454085305622,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2024,6,58437,10.975704529844705,0,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2025,2,55433,10.922930363265726,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2025,3,57160,10.953609632043804,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2025,4,56249,10.937543542130863,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2025,5,56716,10.94581163685745,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
151,pickup,2025,6,50647,10.832635277912791,1,Manhattan,Manhattan Valley,Yellow Zone,false,0.2112
152,dropoff,2024,2,48329,10.785787073542922,0,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2024,3,50360,10.826952488158284,0,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2024,4,47874,10.776327838536336,0,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2024,5,47921,10.777309100685118,0,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2024,6,44271,10.69808511413156,0,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2025,2,46357,10.744127584402122,1,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2025,3,47253,10.763271422969845,1,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2025,4,47115,10.760346700640856,1,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2025,5,46560,10.74849708240532,1,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,dropoff,2025,6,40733,10.614793853711983,1,Manhattan,Manhattanville,Boro Zone,false,0.1431
152,pickup,2024,2,45957,10.735461455680806,0,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2024,3,47275,10.763736893526659,0,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2024,4,47226,10.762699867370506,0,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2024,5,46864,10.755005069067515,0,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2024,6,44339,10.69961992991643,0,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2025,2,43599,10.68278949329428,1,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2025,3,45668,10.729153112796217,1,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2025,4,44787,10.709673197721699,1,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2025,5,45332,10.72176846385284,1,Manhattan,Manhattanville,Boro Zone,false,0.1403
152,pickup,2025,6,40040,10.597634233429156,1,Manhattan,Manhattanville,Boro Zone,false,0.1403
153,dropoff,2024,2,15222,9.630497028827337,0,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2024,3,16836,9.731274729890462,0,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2024,4,14840,9.605081516721372,0,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2024,5,15596,9.654769750102489,0,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2024,6,15230,9.631022445889208,0,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2025,2,14867,9.60689927061335,1,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2025,3,16299,9.698859035219632,1,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2025,4,14966,9.613536240640304,1,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2025,5,15948,9.677088708501246,1,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,dropoff,2025,6,15361,9.639587108749145,1,Manhattan,Marble Hill,Boro Zone,false,0.0392
153,pickup,2024,2,19161,9.860632242229698,0,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2024,3,20296,9.918179101279117,0,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2024,4,18438,9.82216903135854,0,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2024,5,19184,9.861831877267296,0,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2024,6,18778,9.840441250818493,0,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2025,2,18272,9.813125112455737,1,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2025,3,20117,9.909320507728571,1,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2025,4,18410,9.820649274227124,1,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2025,5,19851,9.89600966268017,1,Manhattan,Marble Hill,Boro Zone,false,0.0285
153,pickup,2025,6,18529,9.827092351282415,1,Manhattan,Marble Hill,Boro Zone,false,0.0285
154,dropoff,2024,2,2388,7.778211474512493,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2024,3,3071,8.029758520440822,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2024,4,2878,7.964850887447313,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2024,5,3621,8.19450550976564,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2024,6,4047,8.305731144875866,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2025,2,1539,7.338888133838879,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2025,3,2069,7.634820677745543,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2025,4,2307,7.7437032581737535,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2025,5,2649,7.88193748927207,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,dropoff,2025,6,2723,7.909489492673759,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0577
154,pickup,2024,2,1705,7.4413203897176174,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2024,3,2075,7.637716432664798,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2024,4,1999,7.6004023345004,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2024,5,2436,7.798112628829788,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2024,6,2706,7.903226808730733,0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2025,2,1176,7.069874128458572,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2025,3,1537,7.337587743538596,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2025,4,1749,7.466799475018602,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2025,5,1991,7.596392304064196,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
154,pickup,2025,6,2341,7.75833346749091,1,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,false,0.0632
155,dropoff,2024,2,54016,10.897035577955629,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2024,3,59745,10.997840784283854,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2024,4,54888,10.913050024370726,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2024,5,59244,10.989419788046863,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2024,6,58646,10.979274650562294,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2025,2,55306,10.920636680720666,1,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2025,3,58736,10.980808105736616,1,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2025,4,54692,10.909472725428973,1,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2025,5,60321,11.007435580793757,1,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,dropoff,2025,6,58887,10.983375632205957,1,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0261
155,pickup,2024,2,52128,10.861457511401772,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0195
155,pickup,2024,3,57712,10.96322040314332,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0195
155,pickup,2024,4,53365,10.884910379348065,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0195
155,pickup,2024,5,57313,10.956282753061092,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0195
155,pickup,2024,6,56255,10.937650205005172,0,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0195
155,pickup,2025,2,53487,10.88719391270288,1,Brooklyn,Marine Park/Mill Basin,Boro Zone,false,0.0195
