zone,direction,year,month,n_trips,Borough,zone_name,crz_zone,charged_share
1,dropoff,2024,2,6573,EWR,Newark Airport,false,0.7876
1,dropoff,2024,3,7975,EWR,Newark Airport,false,0.7876
1,dropoff,2024,4,8819,EWR,Newark Airport,false,0.7876
1,dropoff,2024,5,10074,EWR,Newark Airport,false,0.7876
1,dropoff,2024,6,8779,EWR,Newark Airport,false,0.7876
1,dropoff,2025,2,5528,EWR,Newark Airport,false,0.7876
1,dropoff,2025,3,7639,EWR,Newark Airport,false,0.7876
1,dropoff,2025,4,7388,EWR,Newark Airport,false,0.7876
1,dropoff,2025,5,7712,EWR,Newark Airport,false,0.7876
1,dropoff,2025,6,6895,EWR,Newark Airport,false,0.7876
1,pickup,2024,2,278,EWR,Newark Airport,false,0.0106
1,pickup,2024,3,352,EWR,Newark Airport,false,0.0106
1,pickup,2024,4,496,EWR,Newark Airport,false,0.0106
1,pickup,2024,5,580,EWR,Newark Airport,false,0.0106
1,pickup,2024,6,467,EWR,Newark Airport,false,0.0106
1,pickup,2025,2,308,EWR,Newark Airport,false,0.0106
1,pickup,2025,3,349,EWR,Newark Airport,false,0.0106
1,pickup,2025,4,456,EWR,Newark Airport,false,0.0106
1,pickup,2025,5,519,EWR,Newark Airport,false,0.0106
1,pickup,2025,6,469,EWR,Newark Airport,false,0.0106
2,dropoff,2024,2,5,Queens,Jamaica Bay,false,0.0625
2,dropoff,2024,3,7,Queens,Jamaica Bay,false,0.0625
2,dropoff,2024,4,6,Queens,Jamaica Bay,false,0.0625
2,dropoff,2024,5,8,Queens,Jamaica Bay,false,0.0625
2,dropoff,2024,6,6,Queens,Jamaica Bay,false,0.0625
2,dropoff,2025,2,5,Queens,Jamaica Bay,false,0.0625
2,dropoff,2025,3,5,Queens,Jamaica Bay,false,0.0625
2,dropoff,2025,4,6,Queens,Jamaica Bay,false,0.0625
2,dropoff,2025,5,9,Queens,Jamaica Bay,false,0.0625
2,dropoff,2025,6,9,Queens,Jamaica Bay,false,0.0625
2,pickup,2024,2,2,Queens,Jamaica Bay,false,0.3158
2,pickup,2024,3,8,Queens,Jamaica Bay,false,0.3158
2,pickup,2024,4,4,Queens,Jamaica Bay,false,0.3158
2,pickup,2024,5,2,Queens,Jamaica Bay,false,0.3158
2,pickup,2024,6,3,Queens,Jamaica Bay,false,0.3158
2,pickup,2025,2,3,Queens,Jamaica Bay,false,0.3158
2,pickup,2025,3,3,Queens,Jamaica Bay,false,0.3158
2,pickup,2025,4,8,Queens,Jamaica Bay,false,0.3158
2,pickup,2025,5,3,Queens,Jamaica Bay,false,0.3158
2,pickup,2025,6,5,Queens,Jamaica Bay,false,0.3158
3,dropoff,2024,2,199,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2024,3,252,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2024,4,248,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2024,5,286,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2024,6,257,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2025,2,171,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2025,3,224,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2025,4,239,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2025,5,255,Bronx,Allerton/Pelham Gardens,false,0.1715
3,dropoff,2025,6,262,Bronx,Allerton/Pelham Gardens,false,0.1715
3,pickup,2024,2,86,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2024,3,105,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2024,4,113,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2024,5,111,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2024,6,90,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2025,2,89,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2025,3,118,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2025,4,118,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2025,5,118,Bronx,Allerton/Pelham Gardens,false,0.3347
3,pickup,2025,6,121,Bronx,Allerton/Pelham Gardens,false,0.3347
4,dropoff,2024,2,10746,Manhattan,Alphabet City,true,1.0
4,dropoff,2024,3,12126,Manhattan,Alphabet City,true,1.0
4,dropoff,2024,4,10914,Manhattan,Alphabet City,true,1.0
4,dropoff,2024,5,11568,Manhattan,Alphabet City,true,1.0
4,dropoff,2024,6,10773,Manhattan,Alphabet City,true,1.0
4,dropoff,2025,2,10599,Manhattan,Alphabet City,true,1.0
4,dropoff,2025,3,11887,Manhattan,Alphabet City,true,1.0
4,dropoff,2025,4,10877,Manhattan,Alphabet City,true,1.0
4,dropoff,2025,5,11606,Manhattan,Alphabet City,true,1.0
4,dropoff,2025,6,10375,Manhattan,Alphabet City,true,1.0
4,pickup,2024,2,3165,Manhattan,Alphabet City,true,1.0
4,pickup,2024,3,3666,Manhattan,Alphabet City,true,1.0
4,pickup,2024,4,3301,Manhattan,Alphabet City,true,1.0
4,pickup,2024,5,3276,Manhattan,Alphabet City,true,1.0
4,pickup,2024,6,3251,Manhattan,Alphabet City,true,1.0
4,pickup,2025,2,3556,Manhattan,Alphabet City,true,1.0
4,pickup,2025,3,4606,Manhattan,Alphabet City,true,1.0
4,pickup,2025,4,3802,Manhattan,Alphabet City,true,1.0
4,pickup,2025,5,4223,Manhattan,Alphabet City,true,1.0
4,pickup,2025,6,3623,Manhattan,Alphabet City,true,1.0
5,dropoff,2024,2,9,Staten Island,Arden Heights,false,0.3521
5,dropoff,2024,3,14,Staten Island,Arden Heights,false,0.3521
5,dropoff,2024,4,16,Staten Island,Arden Heights,false,0.3521
5,dropoff,2024,5,17,Staten Island,Arden Heights,false,0.3521
5,dropoff,2024,6,15,Staten Island,Arden Heights,false,0.3521
5,dropoff,2025,2,5,Staten Island,Arden Heights,false,0.3521
5,dropoff,2025,3,7,Staten Island,Arden Heights,false,0.3521
5,dropoff,2025,4,11,Staten Island,Arden Heights,false,0.3521
5,dropoff,2025,5,13,Staten Island,Arden Heights,false,0.3521
5,dropoff,2025,6,13,Staten Island,Arden Heights,false,0.3521
5,pickup,2024,3,1,Staten Island,Arden Heights,false,0.0
5,pickup,2024,5,1,Staten Island,Arden Heights,false,0.0
5,pickup,2025,4,1,Staten Island,Arden Heights,false,0.0
5,pickup,2025,5,1,Staten Island,Arden Heights,false,0.0
6,dropoff,2024,2,56,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2024,3,74,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2024,4,97,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2024,5,93,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2024,6,91,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2025,2,58,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2025,3,75,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2025,4,66,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2025,5,83,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,dropoff,2025,6,84,Staten Island,Arrochar/Fort Wadsworth,false,0.236
6,pickup,2024,2,16,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2024,3,23,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2024,4,25,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2024,5,49,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2024,6,39,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2025,2,44,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2025,3,49,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2025,4,44,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2025,5,46,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
6,pickup,2025,6,40,Staten Island,Arrochar/Fort Wadsworth,false,0.0855
7,dropoff,2024,2,6772,Queens,Astoria,false,0.4365
7,dropoff,2024,3,7506,Queens,Astoria,false,0.4365
7,dropoff,2024,4,7405,Queens,Astoria,false,0.4365
7,dropoff,2024,5,7592,Queens,Astoria,false,0.4365
7,dropoff,2024,6,7043,Queens,Astoria,false,0.4365
7,dropoff,2025,2,5327,Queens,Astoria,false,0.4365
7,dropoff,2025,3,7102,Queens,Astoria,false,0.4365
7,dropoff,2025,4,6319,Queens,Astoria,false,0.4365
7,dropoff,2025,5,7307,Queens,Astoria,false,0.4365
7,dropoff,2025,6,6711,Queens,Astoria,false,0.4365
7,pickup,2024,2,1112,Queens,Astoria,false,0.1622
7,pickup,2024,3,1409,Queens,Astoria,false,0.1622
7,pickup,2024,4,1335,Queens,Astoria,false,0.1622
7,pickup,2024,5,1442,Queens,Astoria,false,0.1622
7,pickup,2024,6,1331,Queens,Astoria,false,0.1622
7,pickup,2025,2,1146,Queens,Astoria,false,0.1622
7,pickup,2025,3,1444,Queens,Astoria,false,0.1622
7,pickup,2025,4,1357,Queens,Astoria,false,0.1622
7,pickup,2025,5,1456,Queens,Astoria,false,0.1622
7,pickup,2025,6,1445,Queens,Astoria,false,0.1622
8,dropoff,2024,2,28,Queens,Astoria Park,false,0.2775
8,dropoff,2024,3,40,Queens,Astoria Park,false,0.2775
8,dropoff,2024,4,46,Queens,Astoria Park,false,0.2775
8,dropoff,2024,5,40,Queens,Astoria Park,false,0.2775
8,dropoff,2024,6,55,Queens,Astoria Park,false,0.2775
8,dropoff,2025,2,24,Queens,Astoria Park,false,0.2775
8,dropoff,2025,3,42,Queens,Astoria Park,false,0.2775
8,dropoff,2025,4,41,Queens,Astoria Park,false,0.2775
8,dropoff,2025,5,38,Queens,Astoria Park,false,0.2775
8,dropoff,2025,6,51,Queens,Astoria Park,false,0.2775
8,pickup,2024,2,2,Queens,Astoria Park,false,0.1167
8,pickup,2024,3,7,Queens,Astoria Park,false,0.1167
8,pickup,2024,4,13,Queens,Astoria Park,false,0.1167
8,pickup,2024,5,19,Queens,Astoria Park,false,0.1167
8,pickup,2024,6,19,Queens,Astoria Park,false,0.1167
8,pickup,2025,2,11,Queens,Astoria Park,false,0.1167
8,pickup,2025,3,14,Queens,Astoria Park,false,0.1167
8,pickup,2025,4,16,Queens,Astoria Park,false,0.1167
8,pickup,2025,5,19,Queens,Astoria Park,false,0.1167
8,pickup,2025,6,32,Queens,Astoria Park,false,0.1167
9,dropoff,2024,2,236,Queens,Auburndale,false,0.1139
9,dropoff,2024,3,282,Queens,Auburndale,false,0.1139
9,dropoff,2024,4,291,Queens,Auburndale,false,0.1139
9,dropoff,2024,5,350,Queens,Auburndale,false,0.1139
9,dropoff,2024,6,333,Queens,Auburndale,false,0.1139
9,dropoff,2025,2,221,Queens,Auburndale,false,0.1139
9,dropoff,2025,3,271,Queens,Auburndale,false,0.1139
9,dropoff,2025,4,266,Queens,Auburndale,false,0.1139
9,dropoff,2025,5,323,Queens,Auburndale,false,0.1139
9,dropoff,2025,6,343,Queens,Auburndale,false,0.1139
9,pickup,2024,2,53,Queens,Auburndale,false,0.1357
9,pickup,2024,3,41,Queens,Auburndale,false,0.1357
9,pickup,2024,4,61,Queens,Auburndale,false,0.1357
9,pickup,2024,5,60,Queens,Auburndale,false,0.1357
9,pickup,2024,6,43,Queens,Auburndale,false,0.1357
9,pickup,2025,2,35,Queens,Auburndale,false,0.1357
9,pickup,2025,3,32,Queens,Auburndale,false,0.1357
9,pickup,2025,4,42,Queens,Auburndale,false,0.1357
9,pickup,2025,5,50,Queens,Auburndale,false,0.1357
9,pickup,2025,6,44,Queens,Auburndale,false,0.1357
10,dropoff,2024,2,2200,Queens,Baisley Park,false,0.056
10,dropoff,2024,3,2842,Queens,Baisley Park,false,0.056
10,dropoff,2024,4,2748,Queens,Baisley Park,false,0.056
10,dropoff,2024,5,3104,Queens,Baisley Park,false,0.056
10,dropoff,2024,6,3043,Queens,Baisley Park,false,0.056
10,dropoff,2025,2,2237,Queens,Baisley Park,false,0.056
10,dropoff,2025,3,2995,Queens,Baisley Park,false,0.056
10,dropoff,2025,4,2855,Queens,Baisley Park,false,0.056
10,dropoff,2025,5,3511,Queens,Baisley Park,false,0.056
10,dropoff,2025,6,3588,Queens,Baisley Park,false,0.056
10,pickup,2024,2,913,Queens,Baisley Park,false,0.4101
10,pickup,2024,3,1144,Queens,Baisley Park,false,0.4101
10,pickup,2024,4,1184,Queens,Baisley Park,false,0.4101
10,pickup,2024,5,1145,Queens,Baisley Park,false,0.4101
10,pickup,2024,6,1115,Queens,Baisley Park,false,0.4101
10,pickup,2025,2,698,Queens,Baisley Park,false,0.4101
10,pickup,2025,3,948,Queens,Baisley Park,false,0.4101
10,pickup,2025,4,1005,Queens,Baisley Park,false,0.4101
10,pickup,2025,5,1146,Queens,Baisley Park,false,0.4101
10,pickup,2025,6,1102,Queens,Baisley Park,false,0.4101
11,dropoff,2024,2,173,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2024,3,213,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2024,4,211,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2024,5,230,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2024,6,204,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2025,2,145,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2025,3,208,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2025,4,204,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2025,5,231,Brooklyn,Bath Beach,false,0.2444
11,dropoff,2025,6,217,Brooklyn,Bath Beach,false,0.2444
11,pickup,2024,2,59,Brooklyn,Bath Beach,false,0.1787
11,pickup,2024,3,79,Brooklyn,Bath Beach,false,0.1787
11,pickup,2024,4,73,Brooklyn,Bath Beach,false,0.1787
11,pickup,2024,5,93,Brooklyn,Bath Beach,false,0.1787
11,pickup,2024,6,71,Brooklyn,Bath Beach,false,0.1787
11,pickup,2025,2,93,Brooklyn,Bath Beach,false,0.1787
11,pickup,2025,3,81,Brooklyn,Bath Beach,false,0.1787
11,pickup,2025,4,87,Brooklyn,Bath Beach,false,0.1787
11,pickup,2025,5,99,Brooklyn,Bath Beach,false,0.1787
11,pickup,2025,6,102,Brooklyn,Bath Beach,false,0.1787
12,dropoff,2024,2,1239,Manhattan,Battery Park,true,1.0
12,dropoff,2024,3,1936,Manhattan,Battery Park,true,1.0
12,dropoff,2024,4,1773,Manhattan,Battery Park,true,1.0
12,dropoff,2024,5,1850,Manhattan,Battery Park,true,1.0
12,dropoff,2024,6,2180,Manhattan,Battery Park,true,1.0
12,dropoff,2025,2,887,Manhattan,Battery Park,true,1.0
12,dropoff,2025,3,1573,Manhattan,Battery Park,true,1.0
12,dropoff,2025,4,1963,Manhattan,Battery Park,true,1.0
12,dropoff,2025,5,1649,Manhattan,Battery Park,true,1.0
12,dropoff,2025,6,1799,Manhattan,Battery Park,true,1.0
12,pickup,2024,2,789,Manhattan,Battery Park,true,1.0
12,pickup,2024,3,1099,Manhattan,Battery Park,true,1.0
12,pickup,2024,4,1215,Manhattan,Battery Park,true,1.0
12,pickup,2024,5,1305,Manhattan,Battery Park,true,1.0
12,pickup,2024,6,1465,Manhattan,Battery Park,true,1.0
12,pickup,2025,2,632,Manhattan,Battery Park,true,1.0
12,pickup,2025,3,1034,Manhattan,Battery Park,true,1.0
12,pickup,2025,4,1252,Manhattan,Battery Park,true,1.0
12,pickup,2025,5,1218,Manhattan,Battery Park,true,1.0
12,pickup,2025,6,1296,Manhattan,Battery Park,true,1.0
13,dropoff,2024,2,18746,Manhattan,Battery Park City,true,1.0
13,dropoff,2024,3,22129,Manhattan,Battery Park City,true,1.0
13,dropoff,2024,4,22424,Manhattan,Battery Park City,true,1.0
13,dropoff,2024,5,23351,Manhattan,Battery Park City,true,1.0
13,dropoff,2024,6,23102,Manhattan,Battery Park City,true,1.0
13,dropoff,2025,2,17763,Manhattan,Battery Park City,true,1.0
13,dropoff,2025,3,22105,Manhattan,Battery Park City,true,1.0
13,dropoff,2025,4,22359,Manhattan,Battery Park City,true,1.0
13,dropoff,2025,5,22779,Manhattan,Battery Park City,true,1.0
13,dropoff,2025,6,21529,Manhattan,Battery Park City,true,1.0
13,pickup,2024,2,15278,Manhattan,Battery Park City,true,1.0
13,pickup,2024,3,17183,Manhattan,Battery Park City,true,1.0
13,pickup,2024,4,17545,Manhattan,Battery Park City,true,1.0
13,pickup,2024,5,18932,Manhattan,Battery Park City,true,1.0
13,pickup,2024,6,19030,Manhattan,Battery Park City,true,1.0
13,pickup,2025,2,14956,Manhattan,Battery Park City,true,1.0
13,pickup,2025,3,18044,Manhattan,Battery Park City,true,1.0
13,pickup,2025,4,18720,Manhattan,Battery Park City,true,1.0
13,pickup,2025,5,18966,Manhattan,Battery Park City,true,1.0
13,pickup,2025,6,18228,Manhattan,Battery Park City,true,1.0
14,dropoff,2024,2,1641,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2024,3,1917,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2024,4,2133,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2024,5,2062,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2024,6,1915,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2025,2,1802,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2025,3,2043,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2025,4,1947,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2025,5,2257,Brooklyn,Bay Ridge,false,0.4218
14,dropoff,2025,6,2091,Brooklyn,Bay Ridge,false,0.4218
14,pickup,2024,2,335,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2024,3,412,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2024,4,405,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2024,5,407,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2024,6,364,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2025,2,467,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2025,3,445,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2025,4,424,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2025,5,552,Brooklyn,Bay Ridge,false,0.1862
14,pickup,2025,6,599,Brooklyn,Bay Ridge,false,0.1862
15,dropoff,2024,2,360,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2024,3,371,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2024,4,396,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2024,5,383,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2024,6,330,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2025,2,301,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2025,3,304,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2025,4,351,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2025,5,410,Queens,Bay Terrace/Fort Totten,false,0.1011
15,dropoff,2025,6,343,Queens,Bay Terrace/Fort Totten,false,0.1011
15,pickup,2024,2,47,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2024,3,42,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2024,4,42,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2024,5,35,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2024,6,16,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2025,2,27,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2025,3,18,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2025,4,34,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2025,5,39,Queens,Bay Terrace/Fort Totten,false,0.2967
15,pickup,2025,6,25,Queens,Bay Terrace/Fort Totten,false,0.2967
16,dropoff,2024,2,428,Queens,Bayside,false,0.1063
16,dropoff,2024,3,478,Queens,Bayside,false,0.1063
16,dropoff,2024,4,558,Queens,Bayside,false,0.1063
16,dropoff,2024,5,581,Queens,Bayside,false,0.1063
16,dropoff,2024,6,495,Queens,Bayside,false,0.1063
16,dropoff,2025,2,404,Queens,Bayside,false,0.1063
16,dropoff,2025,3,433,Queens,Bayside,false,0.1063
16,dropoff,2025,4,531,Queens,Bayside,false,0.1063
16,dropoff,2025,5,529,Queens,Bayside,false,0.1063
16,dropoff,2025,6,585,Queens,Bayside,false,0.1063
16,pickup,2024,2,29,Queens,Bayside,false,0.0839
16,pickup,2024,3,64,Queens,Bayside,false,0.0839
16,pickup,2024,4,71,Queens,Bayside,false,0.0839
16,pickup,2024,5,68,Queens,Bayside,false,0.0839
16,pickup,2024,6,42,Queens,Bayside,false,0.0839
16,pickup,2025,2,40,Queens,Bayside,false,0.0839
16,pickup,2025,3,66,Queens,Bayside,false,0.0839
16,pickup,2025,4,68,Queens,Bayside,false,0.0839
16,pickup,2025,5,59,Queens,Bayside,false,0.0839
16,pickup,2025,6,62,Queens,Bayside,false,0.0839
17,dropoff,2024,2,2848,Brooklyn,Bedford,false,0.4163
17,dropoff,2024,3,3076,Brooklyn,Bedford,false,0.4163
17,dropoff,2024,4,3009,Brooklyn,Bedford,false,0.4163
17,dropoff,2024,5,3439,Brooklyn,Bedford,false,0.4163
17,dropoff,2024,6,3250,Brooklyn,Bedford,false,0.4163
17,dropoff,2025,2,2666,Brooklyn,Bedford,false,0.4163
17,dropoff,2025,3,3208,Brooklyn,Bedford,false,0.4163
17,dropoff,2025,4,2878,Brooklyn,Bedford,false,0.4163
17,dropoff,2025,5,3527,Brooklyn,Bedford,false,0.4163
17,dropoff,2025,6,3170,Brooklyn,Bedford,false,0.4163
17,pickup,2024,2,440,Brooklyn,Bedford,false,0.1439
17,pickup,2024,3,505,Brooklyn,Bedford,false,0.1439
17,pickup,2024,4,558,Brooklyn,Bedford,false,0.1439
17,pickup,2024,5,551,Brooklyn,Bedford,false,0.1439
17,pickup,2024,6,532,Brooklyn,Bedford,false,0.1439
17,pickup,2025,2,476,Brooklyn,Bedford,false,0.1439
17,pickup,2025,3,602,Brooklyn,Bedford,false,0.1439
17,pickup,2025,4,571,Brooklyn,Bedford,false,0.1439
17,pickup,2025,5,615,Brooklyn,Bedford,false,0.1439
17,pickup,2025,6,638,Brooklyn,Bedford,false,0.1439
18,dropoff,2024,2,330,Bronx,Bedford Park,false,0.2887
18,dropoff,2024,3,370,Bronx,Bedford Park,false,0.2887
18,dropoff,2024,4,388,Bronx,Bedford Park,false,0.2887
18,dropoff,2024,5,415,Bronx,Bedford Park,false,0.2887
18,dropoff,2024,6,409,Bronx,Bedford Park,false,0.2887
18,dropoff,2025,2,337,Bronx,Bedford Park,false,0.2887
18,dropoff,2025,3,417,Bronx,Bedford Park,false,0.2887
18,dropoff,2025,4,387,Bronx,Bedford Park,false,0.2887
18,dropoff,2025,5,432,Bronx,Bedford Park,false,0.2887
18,dropoff,2025,6,466,Bronx,Bedford Park,false,0.2887
18,pickup,2024,2,118,Bronx,Bedford Park,false,0.2857
18,pickup,2024,3,140,Bronx,Bedford Park,false,0.2857
18,pickup,2024,4,130,Bronx,Bedford Park,false,0.2857
18,pickup,2024,5,152,Bronx,Bedford Park,false,0.2857
18,pickup,2024,6,139,Bronx,Bedford Park,false,0.2857
18,pickup,2025,2,170,Bronx,Bedford Park,false,0.2857
18,pickup,2025,3,179,Bronx,Bedford Park,false,0.2857
18,pickup,2025,4,212,Bronx,Bedford Park,false,0.2857
18,pickup,2025,5,196,Bronx,Bedford Park,false,0.2857
18,pickup,2025,6,209,Bronx,Bedford Park,false,0.2857
19,dropoff,2024,2,412,Queens,Bellerose,false,0.0602
19,dropoff,2024,3,371,Queens,Bellerose,false,0.0602
19,dropoff,2024,4,438,Queens,Bellerose,false,0.0602
19,dropoff,2024,5,464,Queens,Bellerose,false,0.0602
19,dropoff,2024,6,425,Queens,Bellerose,false,0.0602
19,dropoff,2025,2,346,Queens,Bellerose,false,0.0602
19,dropoff,2025,3,393,Queens,Bellerose,false,0.0602
19,dropoff,2025,4,443,Queens,Bellerose,false,0.0602
19,dropoff,2025,5,470,Queens,Bellerose,false,0.0602
19,dropoff,2025,6,465,Queens,Bellerose,false,0.0602
19,pickup,2024,2,102,Queens,Bellerose,false,0.0911
19,pickup,2024,3,105,Queens,Bellerose,false,0.0911
19,pickup,2024,4,100,Queens,Bellerose,false,0.0911
19,pickup,2024,5,98,Queens,Bellerose,false,0.0911
19,pickup,2024,6,89,Queens,Bellerose,false,0.0911
19,pickup,2025,2,72,Queens,Bellerose,false,0.0911
19,pickup,2025,3,93,Queens,Bellerose,false,0.0911
19,pickup,2025,4,87,Queens,Bellerose,false,0.0911
19,pickup,2025,5,108,Queens,Bellerose,false,0.0911
19,pickup,2025,6,123,Queens,Bellerose,false,0.0911
20,dropoff,2024,2,292,Bronx,Belmont,false,0.2898
20,dropoff,2024,3,333,Bronx,Belmont,false,0.2898
20,dropoff,2024,4,412,Bronx,Belmont,false,0.2898
20,dropoff,2024,5,340,Bronx,Belmont,false,0.2898
20,dropoff,2024,6,307,Bronx,Belmont,false,0.2898
20,dropoff,2025,2,253,Bronx,Belmont,false,0.2898
20,dropoff,2025,3,364,Bronx,Belmont,false,0.2898
20,dropoff,2025,4,369,Bronx,Belmont,false,0.2898
20,dropoff,2025,5,377,Bronx,Belmont,false,0.2898
20,dropoff,2025,6,325,Bronx,Belmont,false,0.2898
20,pickup,2024,2,95,Bronx,Belmont,false,0.2086
20,pickup,2024,3,123,Bronx,Belmont,false,0.2086
20,pickup,2024,4,118,Bronx,Belmont,false,0.2086
20,pickup,2024,5,130,Bronx,Belmont,false,0.2086
20,pickup,2024,6,114,Bronx,Belmont,false,0.2086
20,pickup,2025,2,138,Bronx,Belmont,false,0.2086
20,pickup,2025,3,151,Bronx,Belmont,false,0.2086
20,pickup,2025,4,141,Bronx,Belmont,false,0.2086
20,pickup,2025,5,120,Bronx,Belmont,false,0.2086
20,pickup,2025,6,150,Bronx,Belmont,false,0.2086
21,dropoff,2024,2,304,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2024,3,351,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2024,4,378,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2024,5,378,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2024,6,332,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2025,2,320,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2025,3,353,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2025,4,340,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2025,5,385,Brooklyn,Bensonhurst East,false,0.2243
21,dropoff,2025,6,388,Brooklyn,Bensonhurst East,false,0.2243
21,pickup,2024,2,116,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2024,3,129,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2024,4,152,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2024,5,131,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2024,6,128,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2025,2,137,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2025,3,151,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2025,4,174,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2025,5,191,Brooklyn,Bensonhurst East,false,0.1936
21,pickup,2025,6,157,Brooklyn,Bensonhurst East,false,0.1936
