zone,direction,year,month,n_trips,Borough,zone_name,crz_zone,charged_share
155,dropoff,2024,5,807,Brooklyn,Marine Park/Mill Basin,false,0.1175
155,dropoff,2024,6,725,Brooklyn,Marine Park/Mill Basin,false,0.1175
155,dropoff,2025,2,782,Brooklyn,Marine Park/Mill Basin,false,0.1175
155,dropoff,2025,3,873,Brooklyn,Marine Park/Mill Basin,false,0.1175
155,dropoff,2025,4,868,Brooklyn,Marine Park/Mill Basin,false,0.1175
155,dropoff,2025,5,974,Brooklyn,Marine Park/Mill Basin,false,0.1175
155,dropoff,2025,6,913,Brooklyn,Marine Park/Mill Basin,false,0.1175
155,pickup,2024,2,198,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2024,3,253,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2024,4,246,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2024,5,266,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2024,6,254,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2025,2,300,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2025,3,355,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2025,4,314,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2025,5,336,Brooklyn,Marine Park/Mill Basin,false,0.1594
155,pickup,2025,6,321,Brooklyn,Marine Park/Mill Basin,false,0.1594
156,dropoff,2024,2,26,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2024,3,32,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2024,4,35,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2024,5,36,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2024,6,34,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2025,2,35,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2025,3,34,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2025,4,24,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2025,5,55,Staten Island,Mariners Harbor,false,0.5153
156,dropoff,2025,6,29,Staten Island,Mariners Harbor,false,0.5153
156,pickup,2024,4,5,Staten Island,Mariners Harbor,false,0.0
156,pickup,2024,5,2,Staten Island,Mariners Harbor,false,0.0
156,pickup,2024,6,1,Staten Island,Mariners Harbor,false,0.0
156,pickup,2025,3,2,Staten Island,Mariners Harbor,false,0.0
156,pickup,2025,4,2,Staten Island,Mariners Harbor,false,0.0
156,pickup,2025,5,3,Staten Island,Mariners Harbor,false,0.0
156,pickup,2025,6,1,Staten Island,Mariners Harbor,false,0.0
157,dropoff,2024,2,911,Queens,Maspeth,false,0.2835
157,dropoff,2024,3,1001,Queens,Maspeth,false,0.2835
157,dropoff,2024,4,904,Queens,Maspeth,false,0.2835
157,dropoff,2024,5,953,Queens,Maspeth,false,0.2835
157,dropoff,2024,6,993,Queens,Maspeth,false,0.2835
157,dropoff,2025,2,1075,Queens,Maspeth,false,0.2835
157,dropoff,2025,3,1214,Queens,Maspeth,false,0.2835
157,dropoff,2025,4,1081,Queens,Maspeth,false,0.2835
157,dropoff,2025,5,1250,Queens,Maspeth,false,0.2835
157,dropoff,2025,6,1156,Queens,Maspeth,false,0.2835
157,pickup,2024,2,327,Queens,Maspeth,false,0.3713
157,pickup,2024,3,298,Queens,Maspeth,false,0.3713
157,pickup,2024,4,270,Queens,Maspeth,false,0.3713
157,pickup,2024,5,269,Queens,Maspeth,false,0.3713
157,pickup,2024,6,304,Queens,Maspeth,false,0.3713
157,pickup,2025,2,361,Queens,Maspeth,false,0.3713
157,pickup,2025,3,563,Queens,Maspeth,false,0.3713
157,pickup,2025,4,420,Queens,Maspeth,false,0.3713
157,pickup,2025,5,587,Queens,Maspeth,false,0.3713
157,pickup,2025,6,561,Queens,Maspeth,false,0.3713
158,dropoff,2024,2,26703,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2024,3,30443,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2024,4,31284,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2024,5,33766,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2024,6,33008,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2025,2,27387,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2025,3,32324,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2025,4,33926,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2025,5,36333,Manhattan,Meatpacking/West Village West,true,1.0
158,dropoff,2025,6,32688,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2024,2,24181,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2024,3,27773,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2024,4,27907,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2024,5,30644,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2024,6,31365,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2025,2,23312,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2025,3,28453,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2025,4,29999,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2025,5,31758,Manhattan,Meatpacking/West Village West,true,1.0
158,pickup,2025,6,28234,Manhattan,Meatpacking/West Village West,true,1.0
159,dropoff,2024,2,618,Bronx,Melrose South,false,0.2583
159,dropoff,2024,3,685,Bronx,Melrose South,false,0.2583
159,dropoff,2024,4,669,Bronx,Melrose South,false,0.2583
159,dropoff,2024,5,738,Bronx,Melrose South,false,0.2583
159,dropoff,2024,6,677,Bronx,Melrose South,false,0.2583
159,dropoff,2025,2,583,Bronx,Melrose South,false,0.2583
159,dropoff,2025,3,695,Bronx,Melrose South,false,0.2583
159,dropoff,2025,4,705,Bronx,Melrose South,false,0.2583
159,dropoff,2025,5,707,Bronx,Melrose South,false,0.2583
159,dropoff,2025,6,680,Bronx,Melrose South,false,0.2583
159,pickup,2024,2,245,Bronx,Melrose South,false,0.1354
159,pickup,2024,3,285,Bronx,Melrose South,false,0.1354
159,pickup,2024,4,268,Bronx,Melrose South,false,0.1354
159,pickup,2024,5,275,Bronx,Melrose South,false,0.1354
159,pickup,2024,6,249,Bronx,Melrose South,false,0.1354
159,pickup,2025,2,288,Bronx,Melrose South,false,0.1354
159,pickup,2025,3,319,Bronx,Melrose South,false,0.1354
159,pickup,2025,4,315,Bronx,Melrose South,false,0.1354
159,pickup,2025,5,330,Bronx,Melrose South,false,0.1354
159,pickup,2025,6,324,Bronx,Melrose South,false,0.1354
160,dropoff,2024,2,843,Queens,Middle Village,false,0.3246
160,dropoff,2024,3,903,Queens,Middle Village,false,0.3246
160,dropoff,2024,4,930,Queens,Middle Village,false,0.3246
160,dropoff,2024,5,978,Queens,Middle Village,false,0.3246
160,dropoff,2024,6,874,Queens,Middle Village,false,0.3246
160,dropoff,2025,2,704,Queens,Middle Village,false,0.3246
160,dropoff,2025,3,871,Queens,Middle Village,false,0.3246
160,dropoff,2025,4,884,Queens,Middle Village,false,0.3246
160,dropoff,2025,5,968,Queens,Middle Village,false,0.3246
160,dropoff,2025,6,845,Queens,Middle Village,false,0.3246
160,pickup,2024,2,80,Queens,Middle Village,false,0.1431
160,pickup,2024,3,110,Queens,Middle Village,false,0.1431
160,pickup,2024,4,117,Queens,Middle Village,false,0.1431
160,pickup,2024,5,126,Queens,Middle Village,false,0.1431
160,pickup,2024,6,105,Queens,Middle Village,false,0.1431
160,pickup,2025,2,99,Queens,Middle Village,false,0.1431
160,pickup,2025,3,132,Queens,Middle Village,false,0.1431
160,pickup,2025,4,148,Queens,Middle Village,false,0.1431
160,pickup,2025,5,143,Queens,Middle Village,false,0.1431
160,pickup,2025,6,132,Queens,Middle Village,false,0.1431
161,dropoff,2024,2,106605,Manhattan,Midtown Center,true,1.0
161,dropoff,2024,3,118256,Manhattan,Midtown Center,true,1.0
161,dropoff,2024,4,117536,Manhattan,Midtown Center,true,1.0
161,dropoff,2024,5,127534,Manhattan,Midtown Center,true,1.0
161,dropoff,2024,6,117847,Manhattan,Midtown Center,true,1.0
161,dropoff,2025,2,103005,Manhattan,Midtown Center,true,1.0
161,dropoff,2025,3,120449,Manhattan,Midtown Center,true,1.0
161,dropoff,2025,4,126840,Manhattan,Midtown Center,true,1.0
161,dropoff,2025,5,125437,Manhattan,Midtown Center,true,1.0
161,dropoff,2025,6,116573,Manhattan,Midtown Center,true,1.0
161,pickup,2024,2,139691,Manhattan,Midtown Center,true,1.0
161,pickup,2024,3,149425,Manhattan,Midtown Center,true,1.0
161,pickup,2024,4,150045,Manhattan,Midtown Center,true,1.0
161,pickup,2024,5,161758,Manhattan,Midtown Center,true,1.0
161,pickup,2024,6,148810,Manhattan,Midtown Center,true,1.0
161,pickup,2025,2,137930,Manhattan,Midtown Center,true,1.0
161,pickup,2025,3,157305,Manhattan,Midtown Center,true,1.0
161,pickup,2025,4,163405,Manhattan,Midtown Center,true,1.0
161,pickup,2025,5,156464,Manhattan,Midtown Center,true,1.0
161,pickup,2025,6,145564,Manhattan,Midtown Center,true,1.0
162,dropoff,2024,2,78826,Manhattan,Midtown East,true,1.0
162,dropoff,2024,3,91221,Manhattan,Midtown East,true,1.0
162,dropoff,2024,4,87204,Manhattan,Midtown East,true,1.0
162,dropoff,2024,5,95878,Manhattan,Midtown East,true,1.0
162,dropoff,2024,6,93201,Manhattan,Midtown East,true,1.0
162,dropoff,2025,2,75075,Manhattan,Midtown East,true,1.0
162,dropoff,2025,3,89874,Manhattan,Midtown East,true,1.0
162,dropoff,2025,4,90011,Manhattan,Midtown East,true,1.0
162,dropoff,2025,5,91821,Manhattan,Midtown East,true,1.0
162,dropoff,2025,6,87476,Manhattan,Midtown East,true,1.0
162,pickup,2024,2,101519,Manhattan,Midtown East,true,1.0
162,pickup,2024,3,115067,Manhattan,Midtown East,true,1.0
162,pickup,2024,4,111389,Manhattan,Midtown East,true,1.0
162,pickup,2024,5,118298,Manhattan,Midtown East,true,1.0
162,pickup,2024,6,112738,Manhattan,Midtown East,true,1.0
162,pickup,2025,2,100565,Manhattan,Midtown East,true,1.0
162,pickup,2025,3,114421,Manhattan,Midtown East,true,1.0
162,pickup,2025,4,113463,Manhattan,Midtown East,true,1.0
162,pickup,2025,5,114484,Manhattan,Midtown East,true,1.0
162,pickup,2025,6,108782,Manhattan,Midtown East,true,1.0
163,dropoff,2024,2,70808,Manhattan,Midtown North,true,1.0
163,dropoff,2024,3,78832,Manhattan,Midtown North,true,1.0
163,dropoff,2024,4,77819,Manhattan,Midtown North,true,1.0
163,dropoff,2024,5,83307,Manhattan,Midtown North,true,1.0
163,dropoff,2024,6,78349,Manhattan,Midtown North,true,1.0
163,dropoff,2025,2,69357,Manhattan,Midtown North,true,1.0
163,dropoff,2025,3,81415,Manhattan,Midtown North,true,1.0
163,dropoff,2025,4,83358,Manhattan,Midtown North,true,1.0
163,dropoff,2025,5,84599,Manhattan,Midtown North,true,1.0
163,dropoff,2025,6,76408,Manhattan,Midtown North,true,1.0
163,pickup,2024,2,84860,Manhattan,Midtown North,true,1.0
163,pickup,2024,3,92888,Manhattan,Midtown North,true,1.0
163,pickup,2024,4,92141,Manhattan,Midtown North,true,1.0
163,pickup,2024,5,98871,Manhattan,Midtown North,true,1.0
163,pickup,2024,6,90763,Manhattan,Midtown North,true,1.0
163,pickup,2025,2,81897,Manhattan,Midtown North,true,1.0
163,pickup,2025,3,93628,Manhattan,Midtown North,true,1.0
163,pickup,2025,4,94639,Manhattan,Midtown North,true,1.0
163,pickup,2025,5,97135,Manhattan,Midtown North,true,1.0
163,pickup,2025,6,86135,Manhattan,Midtown North,true,1.0
164,dropoff,2024,2,58206,Manhattan,Midtown South,true,1.0
164,dropoff,2024,3,67567,Manhattan,Midtown South,true,1.0
164,dropoff,2024,4,65653,Manhattan,Midtown South,true,1.0
164,dropoff,2024,5,70736,Manhattan,Midtown South,true,1.0
164,dropoff,2024,6,67472,Manhattan,Midtown South,true,1.0
164,dropoff,2025,2,56447,Manhattan,Midtown South,true,1.0
164,dropoff,2025,3,66761,Manhattan,Midtown South,true,1.0
164,dropoff,2025,4,65374,Manhattan,Midtown South,true,1.0
164,dropoff,2025,5,68904,Manhattan,Midtown South,true,1.0
164,dropoff,2025,6,63506,Manhattan,Midtown South,true,1.0
164,pickup,2024,2,62849,Manhattan,Midtown South,true,1.0
164,pickup,2024,3,71966,Manhattan,Midtown South,true,1.0
164,pickup,2024,4,69040,Manhattan,Midtown South,true,1.0
164,pickup,2024,5,74778,Manhattan,Midtown South,true,1.0
164,pickup,2024,6,70413,Manhattan,Midtown South,true,1.0
164,pickup,2025,2,59802,Manhattan,Midtown South,true,1.0
164,pickup,2025,3,71176,Manhattan,Midtown South,true,1.0
164,pickup,2025,4,68349,Manhattan,Midtown South,true,1.0
164,pickup,2025,5,70665,Manhattan,Midtown South,true,1.0
164,pickup,2025,6,65180,Manhattan,Midtown South,true,1.0
165,dropoff,2024,2,792,Brooklyn,Midwood,false,0.2046
165,dropoff,2024,3,820,Brooklyn,Midwood,false,0.2046
165,dropoff,2024,4,707,Brooklyn,Midwood,false,0.2046
165,dropoff,2024,5,1008,Brooklyn,Midwood,false,0.2046
165,dropoff,2024,6,799,Brooklyn,Midwood,false,0.2046
165,dropoff,2025,2,796,Brooklyn,Midwood,false,0.2046
165,dropoff,2025,3,905,Brooklyn,Midwood,false,0.2046
165,dropoff,2025,4,887,Brooklyn,Midwood,false,0.2046
165,dropoff,2025,5,889,Brooklyn,Midwood,false,0.2046
165,dropoff,2025,6,851,Brooklyn,Midwood,false,0.2046
165,pickup,2024,2,243,Brooklyn,Midwood,false,0.1051
165,pickup,2024,3,315,Brooklyn,Midwood,false,0.1051
165,pickup,2024,4,308,Brooklyn,Midwood,false,0.1051
165,pickup,2024,5,344,Brooklyn,Midwood,false,0.1051
165,pickup,2024,6,293,Brooklyn,Midwood,false,0.1051
165,pickup,2025,2,278,Brooklyn,Midwood,false,0.1051
165,pickup,2025,3,318,Brooklyn,Midwood,false,0.1051
165,pickup,2025,4,294,Brooklyn,Midwood,false,0.1051
165,pickup,2025,5,338,Brooklyn,Midwood,false,0.1051
165,pickup,2025,6,399,Brooklyn,Midwood,false,0.1051
166,dropoff,2024,2,19490,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2024,3,22097,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2024,4,22207,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2024,5,21535,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2024,6,18956,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2025,2,19289,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2025,3,21416,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2025,4,21557,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2025,5,22181,Manhattan,Morningside Heights,false,0.2255
166,dropoff,2025,6,17228,Manhattan,Morningside Heights,false,0.2255
166,pickup,2024,2,12830,Manhattan,Morningside Heights,false,0.1515
166,pickup,2024,3,13320,Manhattan,Morningside Heights,false,0.1515
166,pickup,2024,4,15530,Manhattan,Morningside Heights,false,0.1515
166,pickup,2024,5,14076,Manhattan,Morningside Heights,false,0.1515
166,pickup,2024,6,11699,Manhattan,Morningside Heights,false,0.1515
166,pickup,2025,2,12445,Manhattan,Morningside Heights,false,0.1515
166,pickup,2025,3,13965,Manhattan,Morningside Heights,false,0.1515
166,pickup,2025,4,13891,Manhattan,Morningside Heights,false,0.1515
166,pickup,2025,5,14229,Manhattan,Morningside Heights,false,0.1515
166,pickup,2025,6,10428,Manhattan,Morningside Heights,false,0.1515
167,dropoff,2024,2,333,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2024,3,454,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2024,4,402,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2024,5,431,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2024,6,434,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2025,2,338,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2025,3,471,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2025,4,450,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2025,5,474,Bronx,Morrisania/Melrose,false,0.2128
167,dropoff,2025,6,415,Bronx,Morrisania/Melrose,false,0.2128
167,pickup,2024,2,196,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2024,3,229,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2024,4,248,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2024,5,211,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2024,6,213,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2025,2,206,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2025,3,268,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2025,4,320,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2025,5,293,Bronx,Morrisania/Melrose,false,0.2425
167,pickup,2025,6,251,Bronx,Morrisania/Melrose,false,0.2425
168,dropoff,2024,2,1503,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2024,3,1721,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2024,4,1642,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2024,5,1762,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2024,6,1738,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2025,2,1339,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2025,3,1698,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2025,4,1611,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2025,5,1763,Bronx,Mott Haven/Port Morris,false,0.2672
168,dropoff,2025,6,1737,Bronx,Mott Haven/Port Morris,false,0.2672
168,pickup,2024,2,438,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2024,3,501,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2024,4,554,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2024,5,505,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2024,6,487,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2025,2,377,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2025,3,441,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2025,4,501,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2025,5,493,Bronx,Mott Haven/Port Morris,false,0.1304
168,pickup,2025,6,577,Bronx,Mott Haven/Port Morris,false,0.1304
169,dropoff,2024,2,404,Bronx,Mount Hope,false,0.2286
169,dropoff,2024,3,511,Bronx,Mount Hope,false,0.2286
169,dropoff,2024,4,481,Bronx,Mount Hope,false,0.2286
169,dropoff,2024,5,422,Bronx,Mount Hope,false,0.2286
169,dropoff,2024,6,457,Bronx,Mount Hope,false,0.2286
169,dropoff,2025,2,396,Bronx,Mount Hope,false,0.2286
169,dropoff,2025,3,423,Bronx,Mount Hope,false,0.2286
169,dropoff,2025,4,444,Bronx,Mount Hope,false,0.2286
169,dropoff,2025,5,462,Bronx,Mount Hope,false,0.2286
169,dropoff,2025,6,453,Bronx,Mount Hope,false,0.2286
169,pickup,2024,2,170,Bronx,Mount Hope,false,0.2373
169,pickup,2024,3,197,Bronx,Mount Hope,false,0.2373
169,pickup,2024,4,179,Bronx,Mount Hope,false,0.2373
169,pickup,2024,5,203,Bronx,Mount Hope,false,0.2373
169,pickup,2024,6,174,Bronx,Mount Hope,false,0.2373
169,pickup,2025,2,204,Bronx,Mount Hope,false,0.2373
169,pickup,2025,3,228,Bronx,Mount Hope,false,0.2373
169,pickup,2025,4,226,Bronx,Mount Hope,false,0.2373
169,pickup,2025,5,248,Bronx,Mount Hope,false,0.2373
169,pickup,2025,6,228,Bronx,Mount Hope,false,0.2373
170,dropoff,2024,2,83790,Manhattan,Murray Hill,true,1.0
170,dropoff,2024,3,94334,Manhattan,Murray Hill,true,1.0
170,dropoff,2024,4,90922,Manhattan,Murray Hill,true,1.0
170,dropoff,2024,5,96730,Manhattan,Murray Hill,true,1.0
170,dropoff,2024,6,94462,Manhattan,Murray Hill,true,1.0
170,dropoff,2025,2,80477,Manhattan,Murray Hill,true,1.0
170,dropoff,2025,3,93846,Manhattan,Murray Hill,true,1.0
170,dropoff,2025,4,91577,Manhattan,Murray Hill,true,1.0
170,dropoff,2025,5,93338,Manhattan,Murray Hill,true,1.0
170,dropoff,2025,6,87193,Manhattan,Murray Hill,true,1.0
170,pickup,2024,2,80295,Manhattan,Murray Hill,true,1.0
170,pickup,2024,3,91970,Manhattan,Murray Hill,true,1.0
170,pickup,2024,4,89195,Manhattan,Murray Hill,true,1.0
170,pickup,2024,5,96022,Manhattan,Murray Hill,true,1.0
170,pickup,2024,6,93427,Manhattan,Murray Hill,true,1.0
170,pickup,2025,2,77276,Manhattan,Murray Hill,true,1.0
170,pickup,2025,3,90339,Manhattan,Murray Hill,true,1.0
170,pickup,2025,4,89264,Manhattan,Murray Hill,true,1.0
170,pickup,2025,5,91950,Manhattan,Murray Hill,true,1.0
170,pickup,2025,6,88212,Manhattan,Murray Hill,true,1.0
171,dropoff,2024,2,467,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2024,3,516,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2024,4,488,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2024,5,552,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2024,6,473,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2025,2,339,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2025,3,443,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2025,4,462,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2025,5,498,Queens,Murray Hill-Queens,false,0.147
171,dropoff,2025,6,442,Queens,Murray Hill-Queens,false,0.147
171,pickup,2024,2,57,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2024,3,81,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2024,4,53,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2024,5,69,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2024,6,62,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2025,2,60,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2025,3,78,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2025,4,75,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2025,5,74,Queens,Murray Hill-Queens,false,0.1894
171,pickup,2025,6,67,Queens,Murray Hill-Queens,false,0.1894
172,dropoff,2024,2,29,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2024,3,29,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2024,4,33,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2024,5,33,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2024,6,34,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2025,2,28,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2025,3,47,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2025,4,52,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2025,5,69,Staten Island,New Dorp/Midland Beach,false,0.3418
172,dropoff,2025,6,48,Staten Island,New Dorp/Midland Beach,false,0.3418
172,pickup,2024,2,1,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2024,3,5,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2024,4,1,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2024,5,2,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2024,6,5,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2025,2,2,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2025,3,3,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2025,5,1,Staten Island,New Dorp/Midland Beach,false,0.0714
172,pickup,2025,6,1,Staten Island,New Dorp/Midland Beach,false,0.0714
173,dropoff,2024,2,428,Queens,North Corona,false,0.2454
173,dropoff,2024,3,521,Queens,North Corona,false,0.2454
173,dropoff,2024,4,509,Queens,North Corona,false,0.2454
173,dropoff,2024,5,550,Queens,North Corona,false,0.2454
173,dropoff,2024,6,571,Queens,North Corona,false,0.2454
173,dropoff,2025,2,356,Queens,North Corona,false,0.2454
173,dropoff,2025,3,409,Queens,North Corona,false,0.2454
173,dropoff,2025,4,369,Queens,North Corona,false,0.2454
173,dropoff,2025,5,466,Queens,North Corona,false,0.2454
173,dropoff,2025,6,428,Queens,North Corona,false,0.2454
173,pickup,2024,2,48,Queens,North Corona,false,0.1538
173,pickup,2024,3,68,Queens,North Corona,false,0.1538
173,pickup,2024,4,89,Queens,North Corona,false,0.1538
173,pickup,2024,5,77,Queens,North Corona,false,0.1538
173,pickup,2024,6,82,Queens,North Corona,false,0.1538
173,pickup,2025,2,75,Queens,North Corona,false,0.1538
173,pickup,2025,3,73,Queens,North Corona,false,0.1538
173,pickup,2025,4,77,Queens,North Corona,false,0.1538
173,pickup,2025,5,76,Queens,North Corona,false,0.1538
173,pickup,2025,6,98,Queens,North Corona,false,0.1538
174,dropoff,2024,2,349,Bronx,Norwood,false,0.1977
174,dropoff,2024,3,386,Bronx,Norwood,false,0.1977
174,dropoff,2024,4,363,Bronx,Norwood,false,0.1977
174,dropoff,2024,5,361,Bronx,Norwood,false,0.1977
174,dropoff,2024,6,347,Bronx,Norwood,false,0.1977
174,dropoff,2025,2,278,Bronx,Norwood,false,0.1977
174,dropoff,2025,3,370,Bronx,Norwood,false,0.1977
174,dropoff,2025,4,411,Bronx,Norwood,false,0.1977
174,dropoff,2025,5,516,Bronx,Norwood,false,0.1977
174,dropoff,2025,6,459,Bronx,Norwood,false,0.1977
174,pickup,2024,2,129,Bronx,Norwood,false,0.1683
174,pickup,2024,3,138,Bronx,Norwood,false,0.1683
174,pickup,2024,4,136,Bronx,Norwood,false,0.1683
174,pickup,2024,5,171,Bronx,Norwood,false,0.1683
174,pickup,2024,6,127,Bronx,Norwood,false,0.1683
174,pickup,2025,2,168,Bronx,Norwood,false,0.1683
174,pickup,2025,3,207,Bronx,Norwood,false,0.1683
174,pickup,2025,4,210,Bronx,Norwood,false,0.1683
174,pickup,2025,5,203,Bronx,Norwood,false,0.1683
174,pickup,2025,6,207,Bronx,Norwood,false,0.1683
175,dropoff,2024,2,330,Queens,Oakland Gardens,false,0.098
175,dropoff,2024,3,298,Queens,Oakland Gardens,false,0.098
175,dropoff,2024,4,358,Queens,Oakland Gardens,false,0.098
175,dropoff,2024,5,314,Queens,Oakland Gardens,false,0.098
175,dropoff,2024,6,281,Queens,Oakland Gardens,false,0.098
175,dropoff,2025,2,288,Queens,Oakland Gardens,false,0.098
175,dropoff,2025,3,291,Queens,Oakland Gardens,false,0.098
175,dropoff,2025,4,306,Queens,Oakland Gardens,false,0.098
175,dropoff,2025,5,330,Queens,Oakland Gardens,false,0.098
175,dropoff,2025,6,326,Queens,Oakland Gardens,false,0.098
175,pickup,2024,2,60,Queens,Oakland Gardens,false,0.0976
175,pickup,2024,3,71,Queens,Oakland Gardens,false,0.0976
175,pickup,2024,4,51,Queens,Oakland Gardens,false,0.0976
175,pickup,2024,5,68,Queens,Oakland Gardens,false,0.0976
175,pickup,2024,6,47,Queens,Oakland Gardens,false,0.0976
175,pickup,2025,2,42,Queens,Oakland Gardens,false,0.0976
175,pickup,2025,3,52,Queens,Oakland Gardens,false,0.0976
