burden_quartile,n_zone_directions,mean_DS_z_pct,mean_volume_change_pct,median_volume_change_pct
1,82,1.1440243902439025,3.7684146341463407,2.5500000000000003
2,83,1.642048192771084,5.591566265060241,3.88
3,81,2.7014814814814816,4.270493827160495,-0.38
4,82,4.290365853658536,-1.4197560975609753,-0.7350000000000001
