direction,q,avg_DS_z,avg_vol,n
dropoff,1,0.0227,-0.045873684210526317,19
dropoff,2,0.036305882352941174,-0.004617647058823529,17
dropoff,3,0.04276428571428571,-0.0065,14
dropoff,4,0.0456875,-0.00405,16
pickup,1,0.024938461538461538,-0.007315384615384614,13
pickup,2,0.03627142857142857,-0.007707142857142857,14
pickup,3,0.04261764705882353,0.01693529411764706,17
pickup,4,0.045475,-0.03025,16
