year,month,trips,flex_share_pct,same_month_volume_change_pct
2024,2,2970277,6.2461851201083265,
2024,3,3536782,12.0413980844734,
2024,4,3469080,11.770642360510568,
2024,5,3673319,11.011295234636579,
2024,6,3488938,11.763493647637189,
2025,2,3516753,22.939228316574976,18.398149398187446
2025,3,4053697,22.607091748593938,14.615404624882178
2025,4,3862613,19.298102087887138,11.344016280973634
2025,5,4414520,26.31124108623361,20.17796439677577
2025,6,4179498,29.004248835625713,19.792842406485867
