charged_cbd_flag,rows,median_cost,p25_cost,p75_cost,median_distance,median_duration_min,airport_share,zero_distance_share
False,3686814,16.1,12.3,29.65,1.5,9.816666666666666,0.1730274432070617,0.01985996581330113
True,11164470,19.25,15.05,26.250000000000004,1.75,13.0,0.05081477221937092,0.005949140442851295
