service_type,year,month,diagnostic_flag,raw_count,monthly_row_total,share_of_monthly_rows
hvfhv,2024,6,any_negative_cost_component_flag,199,20123226,9.889070470112496e-06
hvfhv,2024,6,burden_eligible_flag,20122917,20123226,0.9999846446091695
hvfhv,2024,6,dst_transition_day_flag,0,20123226,0.0
hvfhv,2024,6,dst_transition_window_flag,0,20123226,0.0
hvfhv,2024,6,invalid_timestamp_flag,0,20123226,0.0
hvfhv,2024,6,missing_zone_flag,0,20123226,0.0
hvfhv,2024,6,negative_cbd_fee_flag,0,20123226,0.0
hvfhv,2024,6,negative_distance_flag,0,20123226,0.0
hvfhv,2024,6,nonpositive_duration_flag,3,20123226,1.4908146437355521e-07
hvfhv,2024,6,passenger_cost_nonpositive_flag,309,20123226,1.535539083047619e-05
hvfhv,2024,6,possible_refund_or_adjustment_flag,368,20123226,1.828732629648944e-05
hvfhv,2024,6,very_long_distance_flag,2175,20123226,0.00010808406167082753
hvfhv,2024,6,very_long_duration_flag,291,20123226,1.4460902044234855e-05
hvfhv,2024,6,yellow_payment_review_flag,0,20123226,0.0
hvfhv,2024,6,zero_distance_flag,2655,20123226,0.00013193709597059637
hvfhv,2025,2,any_negative_cost_component_flag,518,19339461,2.6784614111013747e-05
hvfhv,2025,2,burden_eligible_flag,19338058,19339461,0.9999274540278036
hvfhv,2025,2,dst_transition_day_flag,0,19339461,0.0
hvfhv,2025,2,dst_transition_window_flag,0,19339461,0.0
hvfhv,2025,2,invalid_timestamp_flag,0,19339461,0.0
hvfhv,2025,2,missing_zone_flag,0,19339461,0.0
hvfhv,2025,2,negative_cbd_fee_flag,0,19339461,0.0
hvfhv,2025,2,negative_distance_flag,0,19339461,0.0
hvfhv,2025,2,nonpositive_duration_flag,4,19339461,2.0683099699624513e-07
hvfhv,2025,2,passenger_cost_nonpositive_flag,1403,19339461,7.254597219643298e-05
hvfhv,2025,2,possible_refund_or_adjustment_flag,1705,19339461,8.816171246964949e-05
hvfhv,2025,2,very_long_distance_flag,1279,19339461,6.613421128954939e-05
hvfhv,2025,2,very_long_duration_flag,113,19339461,5.842975665143925e-06
hvfhv,2025,2,yellow_payment_review_flag,0,19339461,0.0
hvfhv,2025,2,zero_distance_flag,2469,19339461,0.0001276664328959323
hvfhv,2025,3,any_negative_cost_component_flag,382,20536879,1.8600684164327013e-05
hvfhv,2025,3,burden_eligible_flag,20477124,20536879,0.9970903563292164
hvfhv,2025,3,dst_transition_day_flag,650768,20536879,0.03168777495353603
hvfhv,2025,3,dst_transition_window_flag,72277,20536879,0.0035193760454059254
hvfhv,2025,3,invalid_timestamp_flag,0,20536879,0.0
hvfhv,2025,3,missing_zone_flag,0,20536879,0.0
hvfhv,2025,3,negative_cbd_fee_flag,0,20536879,0.0
hvfhv,2025,3,negative_distance_flag,0,20536879,0.0
hvfhv,2025,3,nonpositive_duration_flag,4,20536879,1.947715619301258e-07
hvfhv,2025,3,passenger_cost_nonpositive_flag,59755,20536879,0.002909643670783667
hvfhv,2025,3,possible_refund_or_adjustment_flag,59948,20536879,0.0029190413986467955
hvfhv,2025,3,very_long_distance_flag,1531,20536879,7.454881532875565e-05
hvfhv,2025,3,very_long_duration_flag,104,20536879,5.06406061018327e-06
hvfhv,2025,3,yellow_payment_review_flag,0,20536879,0.0
hvfhv,2025,3,zero_distance_flag,2185,20536879,0.00010639396570433122
hvfhv,2025,4,any_negative_cost_component_flag,345,19753983,1.7464832282178232e-05
hvfhv,2025,4,burden_eligible_flag,19741021,19753983,0.9993438285332128
hvfhv,2025,4,dst_transition_day_flag,0,19753983,0.0
hvfhv,2025,4,dst_transition_window_flag,0,19753983,0.0
hvfhv,2025,4,invalid_timestamp_flag,0,19753983,0.0
hvfhv,2025,4,missing_zone_flag,0,19753983,0.0
hvfhv,2025,4,negative_cbd_fee_flag,0,19753983,0.0
hvfhv,2025,4,negative_distance_flag,0,19753983,0.0
hvfhv,2025,4,nonpositive_duration_flag,3,19753983,1.5186810680154985e-07
hvfhv,2025,4,passenger_cost_nonpositive_flag,12962,19753983,0.0006561714667872297
hvfhv,2025,4,possible_refund_or_adjustment_flag,13180,19753983,0.0006672072158814756
hvfhv,2025,4,very_long_distance_flag,1437,19753983,7.274482315794237e-05
hvfhv,2025,4,very_long_duration_flag,122,19753983,6.175969676596361e-06
hvfhv,2025,4,yellow_payment_review_flag,0,19753983,0.0
hvfhv,2025,4,zero_distance_flag,2327,19753983,0.0001177990281757355
hvfhv,2025,5,any_negative_cost_component_flag,327,21091193,1.550410164090765e-05
hvfhv,2025,5,burden_eligible_flag,21090848,21091193,0.9999836424615716
hvfhv,2025,5,dst_transition_day_flag,0,21091193,0.0
hvfhv,2025,5,dst_transition_window_flag,0,21091193,0.0
hvfhv,2025,5,invalid_timestamp_flag,0,21091193,0.0
hvfhv,2025,5,missing_zone_flag,0,21091193,0.0
hvfhv,2025,5,negative_cbd_fee_flag,0,21091193,0.0
hvfhv,2025,5,negative_distance_flag,0,21091193,0.0
hvfhv,2025,5,nonpositive_duration_flag,7,21091193,3.3189208405612713e-07
hvfhv,2025,5,passenger_cost_nonpositive_flag,345,21091193,1.6357538428480552e-05
hvfhv,2025,5,possible_refund_or_adjustment_flag,462,21091193,2.190487754770439e-05
hvfhv,2025,5,very_long_distance_flag,1800,21091193,8.534367875728983e-05
hvfhv,2025,5,very_long_duration_flag,278,21091193,1.3180857052514762e-05
hvfhv,2025,5,yellow_payment_review_flag,0,21091193,0.0
hvfhv,2025,5,zero_distance_flag,2785,21091193,0.00013204563629947344
hvfhv,2025,6,any_negative_cost_component_flag,487,19868009,2.4511766629459448e-05
hvfhv,2025,6,burden_eligible_flag,19856430,19868009,0.9994172038073871
hvfhv,2025,6,dst_transition_day_flag,0,19868009,0.0
hvfhv,2025,6,dst_transition_window_flag,0,19868009,0.0
hvfhv,2025,6,invalid_timestamp_flag,0,19868009,0.0
hvfhv,2025,6,missing_zone_flag,0,19868009,0.0
hvfhv,2025,6,negative_cbd_fee_flag,0,19868009,0.0
hvfhv,2025,6,negative_distance_flag,0,19868009,0.0
hvfhv,2025,6,nonpositive_duration_flag,1,19868009,5.0332169670347944e-08
hvfhv,2025,6,passenger_cost_nonpositive_flag,11579,19868009,0.0005827961926129589
hvfhv,2025,6,possible_refund_or_adjustment_flag,11739,19868009,0.0005908493397602145
hvfhv,2025,6,very_long_distance_flag,2216,19868009,0.00011153608798949104
hvfhv,2025,6,very_long_duration_flag,297,19868009,1.4948654392093339e-05
hvfhv,2025,6,yellow_payment_review_flag,0,19868009,0.0
hvfhv,2025,6,zero_distance_flag,2500,19868009,0.00012583042417586986
yellow,2024,2,any_negative_cost_component_flag,40729,3007526,0.013542360066047641
yellow,2024,2,burden_eligible_flag,2971006,3007526,0.9878571290821758
yellow,2024,2,dst_transition_day_flag,0,3007526,0.0
yellow,2024,2,dst_transition_window_flag,0,3007526,0.0
yellow,2024,2,invalid_timestamp_flag,0,3007526,0.0
yellow,2024,2,missing_zone_flag,0,3007526,0.0
yellow,2024,2,negative_cbd_fee_flag,0,3007526,0.0
yellow,2024,2,negative_distance_flag,0,3007526,0.0
yellow,2024,2,nonpositive_duration_flag,803,3007526,0.000266996860542519
yellow,2024,2,passenger_cost_nonpositive_flag,36520,3007526,0.012142870917824152
yellow,2024,2,possible_refund_or_adjustment_flag,41172,3007526,0.013689657213270975
yellow,2024,2,very_long_distance_flag,71,3007526,2.3607443460172913e-05
yellow,2024,2,very_long_duration_flag,1802,3007526,0.0005991635650032618
yellow,2024,2,yellow_payment_review_flag,252262,3007526,0.0838769141147907
yellow,2024,2,zero_distance_flag,68225,3007526,0.022684758170004184
yellow,2024,3,any_negative_cost_component_flag,58594,3582628,0.016355033232587923
yellow,2024,3,burden_eligible_flag,3537866,3582628,0.9875058197501946
yellow,2024,3,dst_transition_day_flag,106527,3582628,0.029734317936442187
yellow,2024,3,dst_transition_window_flag,11182,3582628,0.003121172502420011
yellow,2024,3,invalid_timestamp_flag,0,3582628,0.0
yellow,2024,3,missing_zone_flag,0,3582628,0.0
yellow,2024,3,negative_cbd_fee_flag,0,3582628,0.0
yellow,2024,3,negative_distance_flag,0,3582628,0.0
yellow,2024,3,nonpositive_duration_flag,1128,3582628,0.0003148526723957944
yellow,2024,3,passenger_cost_nonpositive_flag,44762,3582628,0.01249418024980545
yellow,2024,3,possible_refund_or_adjustment_flag,59053,3582628,0.01648315147428089
yellow,2024,3,very_long_distance_flag,122,3582628,3.4053214567630245e-05
yellow,2024,3,very_long_duration_flag,2031,3582628,0.0005669022851381723
yellow,2024,3,yellow_payment_review_flag,507866,3582628,0.1417579497508533
yellow,2024,3,zero_distance_flag,87168,3582628,0.024330742683862237
yellow,2024,4,any_negative_cost_component_flag,57705,3514289,0.016420106599087325
yellow,2024,4,burden_eligible_flag,3470114,3514289,0.9874298898013225
yellow,2024,4,dst_transition_day_flag,0,3514289,0.0
yellow,2024,4,dst_transition_window_flag,0,3514289,0.0
yellow,2024,4,invalid_timestamp_flag,0,3514289,0.0
yellow,2024,4,missing_zone_flag,0,3514289,0.0
yellow,2024,4,negative_cbd_fee_flag,0,3514289,0.0
yellow,2024,4,negative_distance_flag,0,3514289,0.0
yellow,2024,4,nonpositive_duration_flag,1089,3514289,0.00030987775905737974
yellow,2024,4,passenger_cost_nonpositive_flag,44175,3514289,0.012570110198677457
yellow,2024,4,possible_refund_or_adjustment_flag,58153,3514289,0.01654758615469587
yellow,2024,4,very_long_distance_flag,150,3514289,4.26828869225041e-05
yellow,2024,4,very_long_duration_flag,2096,3514289,0.000596422206597124
yellow,2024,4,yellow_payment_review_flag,488284,3514289,0.13894247172045326
yellow,2024,4,zero_distance_flag,45813,3514289,0.013036207323871202
yellow,2024,5,any_negative_cost_component_flag,60118,3723833,0.01614411817071281
yellow,2024,5,burden_eligible_flag,3674452,3723833,0.9867392012477466
yellow,2024,5,dst_transition_day_flag,0,3723833,0.0
yellow,2024,5,dst_transition_window_flag,0,3723833,0.0
yellow,2024,5,invalid_timestamp_flag,0,3723833,0.0
yellow,2024,5,missing_zone_flag,0,3723833,0.0
yellow,2024,5,negative_cbd_fee_flag,0,3723833,0.0
yellow,2024,5,negative_distance_flag,0,3723833,0.0
yellow,2024,5,nonpositive_duration_flag,1147,3723833,0.0003080159609735453
yellow,2024,5,passenger_cost_nonpositive_flag,49381,3723833,0.01326079875225339
yellow,2024,5,possible_refund_or_adjustment_flag,60521,3723833,0.01625233999483865
yellow,2024,5,very_long_distance_flag,154,3723833,4.135523800342282e-05
yellow,2024,5,very_long_duration_flag,2110,3723833,0.0005666204687481957
yellow,2024,5,yellow_payment_review_flag,493460,3723833,0.1325139983452534
yellow,2024,5,zero_distance_flag,49791,3723833,0.013370900359924841
yellow,2024,6,any_negative_cost_component_flag,61859,3539193,0.017478278240265505
yellow,2024,6,burden_eligible_flag,3490077,3539193,0.9861222600745424
yellow,2024,6,dst_transition_day_flag,0,3539193,0.0
yellow,2024,6,dst_transition_window_flag,0,3539193,0.0
yellow,2024,6,invalid_timestamp_flag,0,3539193,0.0
yellow,2024,6,missing_zone_flag,0,3539193,0.0
yellow,2024,6,negative_cbd_fee_flag,0,3539193,0.0
yellow,2024,6,negative_distance_flag,0,3539193,0.0
yellow,2024,6,nonpositive_duration_flag,1140,3539193,0.00032210732785694366
yellow,2024,6,passenger_cost_nonpositive_flag,49116,3539193,0.013877739925457584
yellow,2024,6,possible_refund_or_adjustment_flag,62231,3539193,0.017583386947250403
yellow,2024,6,very_long_distance_flag,169,3539193,4.775099860335393e-05
yellow,2024,6,very_long_duration_flag,2049,3539193,0.0005789455392797171
yellow,2024,6,yellow_payment_review_flag,498838,3539193,0.1409468203627211
yellow,2024,6,zero_distance_flag,52954,3539193,0.014962167929242627
yellow,2025,2,any_negative_cost_component_flag,183020,3577543,0.05115801543126106
yellow,2025,2,burden_eligible_flag,3521917,3577543,0.9844513399279897
yellow,2025,2,dst_transition_day_flag,0,3577543,0.0
yellow,2025,2,dst_transition_window_flag,0,3577543,0.0
yellow,2025,2,invalid_timestamp_flag,0,3577543,0.0
yellow,2025,2,missing_zone_flag,0,3577543,0.0
yellow,2025,2,negative_cbd_fee_flag,37238,3577543,0.01040881968434761
yellow,2025,2,negative_distance_flag,0,3577543,0.0
yellow,2025,2,nonpositive_duration_flag,5164,3577543,0.0014434487579883736
yellow,2025,2,passenger_cost_nonpositive_flag,55626,3577543,0.015548660072010315
yellow,2025,2,possible_refund_or_adjustment_flag,183486,3577543,0.051288272426075664
yellow,2025,2,very_long_distance_flag,172,3577543,4.807768907319912e-05
yellow,2025,2,very_long_duration_flag,1211,3577543,0.0003385004736490938
yellow,2025,2,yellow_payment_review_flag,901887,3577543,0.25209676026256006
yellow,2025,2,zero_distance_flag,99771,3577543,0.02788813439838459
yellow,2025,3,any_negative_cost_component_flag,209097,4145257,0.05044246955013887
yellow,2025,3,burden_eligible_flag,4075967,4145257,0.9832845104658167
yellow,2025,3,dst_transition_day_flag,119787,4145257,0.028897363902889495
yellow,2025,3,dst_transition_window_flag,15965,4145257,0.0038513896725824236
yellow,2025,3,invalid_timestamp_flag,0,4145257,0.0
yellow,2025,3,missing_zone_flag,0,4145257,0.0
yellow,2025,3,negative_cbd_fee_flag,47165,4145257,0.011378064134503603
yellow,2025,3,negative_distance_flag,0,4145257,0.0
yellow,2025,3,nonpositive_duration_flag,22280,4145257,0.005374817532423201
yellow,2025,3,passenger_cost_nonpositive_flag,69290,4145257,0.016715489534183284
yellow,2025,3,possible_refund_or_adjustment_flag,209733,4145257,0.05059589791417034
yellow,2025,3,very_long_distance_flag,214,4145257,5.16252671426645e-05
yellow,2025,3,very_long_duration_flag,1473,4145257,0.00035534588084647103
yellow,2025,3,yellow_payment_review_flag,1035244,4145257,0.24974181335439516
yellow,2025,3,zero_distance_flag,103722,4145257,0.02502185027369835
yellow,2025,4,any_negative_cost_component_flag,186992,3970553,0.04709469940333248
yellow,2025,4,burden_eligible_flag,3897328,3970553,0.9815579844923364
yellow,2025,4,dst_transition_day_flag,0,3970553,0.0
yellow,2025,4,dst_transition_window_flag,0,3970553,0.0
yellow,2025,4,invalid_timestamp_flag,0,3970553,0.0
yellow,2025,4,missing_zone_flag,0,3970553,0.0
yellow,2025,4,negative_cbd_fee_flag,50646,3970553,0.012755402081271803
yellow,2025,4,negative_distance_flag,0,3970553,0.0
yellow,2025,4,nonpositive_duration_flag,34769,3970553,0.008756714744772328
yellow,2025,4,passenger_cost_nonpositive_flag,73225,3970553,0.018442015507663542
yellow,2025,4,possible_refund_or_adjustment_flag,187632,3970553,0.047255886018899636
yellow,2025,4,very_long_distance_flag,306,3970553,7.70673505680443e-05
yellow,2025,4,very_long_duration_flag,1468,3970553,0.0003697217994571537
yellow,2025,4,yellow_payment_review_flag,870987,3970553,0.2193616355202915
yellow,2025,4,zero_distance_flag,91439,3970553,0.023029285845069945
yellow,2025,5,any_negative_cost_component_flag,325749,4591845,0.07094076563995518
yellow,2025,5,burden_eligible_flag,4478778,4591845,0.9753765643221842
yellow,2025,5,dst_transition_day_flag,0,4591845,0.0
yellow,2025,5,dst_transition_window_flag,0,4591845,0.0
yellow,2025,5,invalid_timestamp_flag,0,4591845,0.0
yellow,2025,5,missing_zone_flag,0,4591845,0.0
yellow,2025,5,negative_cbd_fee_flag,52624,4591845,0.011460317149206908
yellow,2025,5,negative_distance_flag,0,4591845,0.0
yellow,2025,5,nonpositive_duration_flag,64272,4591845,0.013996988138754683
yellow,2025,5,passenger_cost_nonpositive_flag,113067,4591845,0.02462343567781578
yellow,2025,5,possible_refund_or_adjustment_flag,326324,4591845,0.07106598763677781
yellow,2025,5,very_long_distance_flag,370,4591845,8.057763273803886e-05
yellow,2025,5,very_long_duration_flag,1404,4591845,0.0003057594496329907
yellow,2025,5,yellow_payment_review_flag,1331151,4591845,0.28989458485641395
yellow,2025,5,zero_distance_flag,141121,4591845,0.030732962458445354
yellow,2025,6,any_negative_cost_component_flag,276001,4322960,0.06384537446564391
yellow,2025,6,burden_eligible_flag,4248069,4322960,0.9826759905250106
yellow,2025,6,dst_transition_day_flag,0,4322960,0.0
yellow,2025,6,dst_transition_window_flag,0,4322960,0.0
yellow,2025,6,invalid_timestamp_flag,0,4322960,0.0
yellow,2025,6,missing_zone_flag,0,4322960,0.0
yellow,2025,6,negative_cbd_fee_flag,49930,4322960,0.011549956511279309
yellow,2025,6,negative_distance_flag,0,4322960,0.0
yellow,2025,6,nonpositive_duration_flag,68583,4322960,0.015864824102004182
yellow,2025,6,passenger_cost_nonpositive_flag,74891,4322960,0.017324009474989358
yellow,2025,6,possible_refund_or_adjustment_flag,276688,4322960,0.06400429335455336
yellow,2025,6,very_long_distance_flag,264,4322960,6.106926735385014e-05
yellow,2025,6,very_long_duration_flag,1253,4322960,0.0002898476969483872
yellow,2025,6,yellow_payment_review_flag,1341034,4322960,0.3102119843810722
yellow,2025,6,zero_distance_flag,134896,4322960,0.031204545033958215
