dsz_quartile,avg_DS_z,avg_vol_change,n
1,0.011440243902439026,0.037684146341463415,82
2,0.016420481927710843,0.05591566265060241,83
3,0.027014814814814818,0.042704938271604945,81
4,0.042903658536585364,-0.014197560975609754,82
