direction,q,avg_DS_z,avg_vol,n
dropoff,1,0.037760759245132676,-0.0461825717954436,14
dropoff,2,0.04767737691507698,-0.06392283355918975,13
dropoff,3,0.05421698178968106,-0.05249037261065131,15
dropoff,4,0.05989005322651389,-0.08568451551358974,23
pickup,1,0.03868358156847945,-0.037972880379213765,19
pickup,2,0.04797630079203616,-0.054072358889176414,19
pickup,3,0.05411752595102553,-0.06105247893161912,17
pickup,4,0.05815797741637883,-0.08481070599906163,10
