spec,coef_DS_z,ci_low,ci_high,se
DS_z only (raw),-2.0422867668617766,-3.331047034924664,-0.7535264987988892,0.6551016846872498
+ borough only,0.9487211125063184,-1.237462698306024,3.1349049233186608,1.1111751995718513
+ distance only,-5.114148283378334,-7.3519911309331745,-2.876305435823494,1.1375256112928946
+ distance + borough,-3.6097796055067146,-6.458976366355718,-0.7605828446577112,1.4481484176050714
