sample_row_id,service_type,year,month,pickup_datetime,dropoff_datetime,pickup_date,pickup_hour,day_of_week,PULocationID,DOLocationID,trip_distance_miles,trip_duration_seconds,cbd_congestion_fee,congestion_surcharge,tolls,airport_fee,tip_amount,total_amount,passenger_cost_pretip,fare_amount,payment_type,passenger_count,RatecodeID,source_file,charged_cbd_flag,passenger_cost_excl_cbd,relative_cbd_burden,yellow_payment_type_label,yellow_card_or_cash_flag,yellow_no_charge_dispute_void_flag,yellow_payment_unknown_flag,yellow_payment_review_flag,flex_fare_flag,component_total_diff,component_total_match_flag,zero_distance_flag,very_long_duration_flag,very_long_distance_flag,negative_cost_flag,sampling_stratum,stratum_population_n,stratum_sample_n,sample_weight
83,yellow,2025,5,2025-05-19 20:27:01,2025-05-19 20:36:33,2025-05-19,20,0,41,24,1.71,572.0,0.0,0.0,0.0,0.0,4.17,18.07,13.9,11.4,1,1.0,1.0,yellow_tripdata_2025-05.parquet,False,13.9,0.0,Credit card,True,False,False,False,False,2.5,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
84,yellow,2025,5,2025-05-10 00:55:51,2025-05-10 01:10:51,2025-05-10,0,5,186,87,3.2,900.0,0.75,2.5,0.0,0.0,1.95,24.0,22.05,16.3,1,1.0,1.0,yellow_tripdata_2025-05.parquet,True,21.3,0.03401360544217687,Credit card,True,False,False,False,False,2.5,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
85,yellow,2025,5,2025-05-29 11:14:52,2025-05-29 11:46:04,2025-05-29,11,3,113,163,2.71,1872.0,0.75,,0.0,,0.0,30.92,30.92,26.17,0,,,yellow_tripdata_2025-05.parquet,True,30.17,0.024256144890038807,Flex Fare,False,False,False,True,True,4.0,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
86,yellow,2025,5,2025-05-25 15:52:49,2025-05-25 15:58:09,2025-05-25,15,6,90,68,0.66,320.0,0.75,2.5,0.0,0.0,3.58,15.53,11.95,7.2,1,1.0,1.0,yellow_tripdata_2025-05.parquet,True,11.2,0.06276150627615062,Credit card,True,False,False,False,False,1.5,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
87,yellow,2025,5,2025-05-20 16:56:49,2025-05-20 17:09:54,2025-05-20,16,1,42,74,1.3,785.0,0.0,0.0,0.0,0.0,0.0,16.8,16.8,12.8,1,1.0,1.0,yellow_tripdata_2025-05.parquet,False,16.8,0.0,Credit card,True,False,False,False,False,4.0,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
88,yellow,2025,5,2025-05-16 09:37:27,2025-05-16 10:14:57,2025-05-16,9,4,230,244,7.3,2250.0,0.75,2.5,0.0,0.0,8.25,49.6,41.35,36.6,1,2.0,1.0,yellow_tripdata_2025-05.parquet,True,40.6,0.018137847642079805,Credit card,True,False,False,False,False,1.5,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
89,yellow,2025,5,2025-05-11 00:11:44,2025-05-11 00:19:09,2025-05-11,0,6,114,234,0.99,445.0,0.75,2.5,0.0,0.0,2.0,16.35,14.350000000000001,8.6,1,1.0,1.0,yellow_tripdata_2025-05.parquet,True,13.600000000000001,0.05226480836236933,Credit card,True,False,False,False,False,2.5,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
90,yellow,2025,5,2025-05-14 13:27:28,2025-05-14 13:49:35,2025-05-14,13,2,261,113,1.76,1327.0,0.75,2.5,0.0,0.0,4.91,29.46,24.55,19.8,1,1.0,1.0,yellow_tripdata_2025-05.parquet,True,23.8,0.03054989816700611,Credit card,True,False,False,False,False,1.5,False,False,False,False,False,yellow_2025_05,4414520,10,441452.0
91,yellow,2025,6,2025-06-15 18:58:49,2025-06-15 19:37:17,2025-06-15,18,6,182,114,13.37,2308.0,0.75,,6.94,,0.0,60.17,60.17,48.48,0,,,yellow_tripdata_2025-06.parquet,True,59.42,0.012464683397041714,Flex Fare,False,False,False,True,True,4.0,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
92,yellow,2025,6,2025-06-24 08:57:36,2025-06-24 09:04:36,2025-06-24,8,1,263,140,0.5,420.0,0.0,2.5,0.0,0.0,5.0,16.2,11.2,7.2,1,1.0,1.0,yellow_tripdata_2025-06.parquet,False,11.2,0.0,Credit card,True,False,False,False,False,1.5,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
93,yellow,2025,6,2025-06-20 08:15:12,2025-06-20 08:29:14,2025-06-20,8,4,246,137,1.9,842.0,0.75,2.5,0.0,0.0,3.75,22.7,18.95,14.2,1,2.0,1.0,yellow_tripdata_2025-06.parquet,True,18.2,0.0395778364116095,Credit card,True,False,False,False,False,1.5,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
94,yellow,2025,6,2025-06-17 20:46:55,2025-06-17 21:09:48,2025-06-17,20,1,125,239,5.11,1373.0,0.75,2.5,0.0,0.0,6.23,37.38,31.150000000000002,25.4,1,1.0,1.0,yellow_tripdata_2025-06.parquet,True,30.400000000000002,0.02407704654895666,Credit card,True,False,False,False,False,2.5,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
95,yellow,2025,6,2025-06-15 18:56:51,2025-06-15 19:23:30,2025-06-15,18,6,188,21,5.21,1599.0,0.0,,0.0,,0.0,28.28,28.28,26.78,0,,,yellow_tripdata_2025-06.parquet,False,28.28,0.0,Flex Fare,False,False,False,True,True,1.5,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
96,yellow,2025,6,2025-06-04 18:52:03,2025-06-04 19:06:45,2025-06-04,18,2,85,155,0.01,882.0,0.0,,0.0,,0.0,19.94,19.94,18.44,0,,,yellow_tripdata_2025-06.parquet,False,19.94,0.0,Flex Fare,False,False,False,True,True,1.5,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
97,yellow,2025,6,2025-06-01 19:00:42,2025-06-01 19:05:03,2025-06-01,19,6,68,158,0.5,261.0,0.75,2.5,0.0,0.0,2.6,13.15,10.55,5.8,1,2.0,1.0,yellow_tripdata_2025-06.parquet,True,9.8,0.07109004739336493,Credit card,True,False,False,False,False,1.5,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
98,yellow,2025,6,2025-06-30 18:16:37,2025-06-30 18:20:26,2025-06-30,18,0,161,163,0.4,229.0,0.75,2.5,0.0,0.0,2.45,14.8,12.350000000000001,5.1,1,1.0,1.0,yellow_tripdata_2025-06.parquet,True,11.600000000000001,0.060728744939271245,Credit card,True,False,False,False,False,4.0,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
99,yellow,2025,6,2025-06-06 22:53:08,2025-06-06 23:06:19,2025-06-06,22,4,164,231,2.5,791.0,0.75,,0.0,,0.0,35.18,35.18,30.43,0,,,yellow_tripdata_2025-06.parquet,True,34.43,0.02131893121091529,Flex Fare,False,False,False,True,True,4.0,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
100,yellow,2025,6,2025-06-08 11:50:15,2025-06-08 11:55:30,2025-06-08,11,6,238,239,0.84,315.0,0.0,2.5,0.0,0.0,2.24,13.44,11.2,7.2,1,5.0,1.0,yellow_tripdata_2025-06.parquet,False,11.2,0.0,Credit card,True,False,False,False,False,1.5,False,False,False,False,False,yellow_2025_06,4179498,10,417949.8
