denominator_floor,spearman_rank_corr_vs_primary,mean_abs_rank_delta,max_abs_rank_delta
0.5,1.0000000000000002,0.0,0
1.0,1.0000000000000002,0.0,0
2.0,0.998334327277484,0.5736738703339882,89
5.0,0.996242493456836,1.8228346456692912,89
