denominator_floor,spearman_rank_corr_vs_primary,mean_abs_rank_delta,max_abs_rank_delta
0.5,0.9999996682887694,0.0038095238095238,1
1.0,1.0000000000000002,0.0,0
2.0,0.9999966828876912,0.0152380952380952,4
5.0,0.9999797656149164,0.0647619047619047,9
